"","species","meters","location","species.fb"
"24823","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24824","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24825","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24826","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24827","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24828","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24829","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24830","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24831","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24832","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24833","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24834","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24835","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24836","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24837","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24838","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24839","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24840","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24841","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24842","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24843","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24844","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24845","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24846","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24847","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24848","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24849","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24850","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24851","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24852","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24853","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24854","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24855","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24856","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24857","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24858","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24859","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24860","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24861","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24862","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24863","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24864","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24865","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24866","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24867","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24868","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24869","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24870","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24871","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24872","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24873","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24874","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24875","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24876","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24877","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24878","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24879","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24880","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24881","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24882","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24883","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24884","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24885","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24886","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24887","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24888","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24889","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24890","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24891","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24892","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24893","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24894","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24895","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24896","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24897","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24898","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24899","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24900","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24901","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24902","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24903","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24904","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24905","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24906","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24907","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24908","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24909","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24910","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24911","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24912","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24913","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24914","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24915","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"24916","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"24917","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"24918","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"24919","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24920","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"24921","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24922","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24923","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24924","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24925","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24926","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24927","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24928","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24929","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24930","Carangoides ruber",12.192,"Roatan","Caranx ruber"
"24931","Scarus iseri",12.192,"Roatan","Scarus iseri"
"24932","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"24933","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"24934","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24935","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24936","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24937","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24938","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24939","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24940","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24941","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24942","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24943","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24944","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"24945","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24946","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24947","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24948","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24949","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"24950","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"24951","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24952","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24953","Thalassoma bifasciatum",12.192,"Roatan","Thalassoma bifasciatum"
"24954","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24955","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24956","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24957","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24958","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24959","Chromis insolata",12.192,"Roatan","Chromis insolata"
"24960","Chromis insolata",12.192,"Roatan","Chromis insolata"
"24961","Chromis insolata",12.192,"Roatan","Chromis insolata"
"24962","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24963","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24964","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24965","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24966","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24967","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24968","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24969","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24970","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24971","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24972","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24973","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24974","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"24975","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"24976","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24977","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24978","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24979","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24980","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24981","Chromis insolata",12.192,"Roatan","Chromis insolata"
"24982","Chromis insolata",12.192,"Roatan","Chromis insolata"
"24983","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"24984","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"24985","Scarus taeniopterus",12.192,"Roatan","Scarus taeniopterus"
"24986","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"24987","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"24988","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"24989","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"24990","Halichoeres garnoti",12.192,"Roatan","Halichoeres garnoti"
"24991","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24992","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24993","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24994","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24995","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24996","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24997","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24998","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"24999","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25000","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25001","Holacanthus ciliaris",12.192,"Roatan","Holacanthus ciliaris"
"25002","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25003","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25004","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25005","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25006","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25007","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25008","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25009","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25010","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25011","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25012","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25013","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25014","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25015","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25016","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25017","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25018","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25019","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25020","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25021","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25022","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25023","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25024","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25025","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25026","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25027","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25028","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25029","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25030","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25031","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25032","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25033","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25034","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25035","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25036","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25037","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25038","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25039","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25040","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25041","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25042","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25043","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25044","Sparisoma viride",12.192,"Roatan","Sparisoma viride"
"25045","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25046","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25047","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25048","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25049","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25050","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25051","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25052","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25053","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25054","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25055","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25056","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25057","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25058","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25059","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25060","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25061","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25062","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25063","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25064","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25065","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25066","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25067","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25068","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25069","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25070","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25071","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25072","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25073","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25074","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25075","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25076","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25077","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25078","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25079","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25080","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25081","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25082","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25083","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25084","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25085","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25086","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25087","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25088","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25089","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25090","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25091","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25092","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25093","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25094","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25095","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25096","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25097","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25098","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25099","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25100","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25101","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25102","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25103","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25104","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25105","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25106","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25107","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25108","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25109","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25110","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25111","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25112","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25113","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25114","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25115","Sparisoma chrysopterum",12.192,"Roatan","Sparisoma chrysopterum"
"25116","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25117","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25118","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25119","Thalassoma bifasciatum",12.192,"Roatan","Thalassoma bifasciatum"
"25120","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25121","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25122","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25123","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25124","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25125","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25126","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25127","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25128","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25129","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25130","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25131","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25132","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25133","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25134","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25135","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25136","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25137","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25138","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25139","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25140","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25141","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25142","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25143","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25144","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25145","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25146","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25147","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25148","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25149","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25150","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25151","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25152","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25153","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25154","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25155","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25156","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25157","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25158","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25159","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25160","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25161","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25162","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25163","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25164","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25165","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25166","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25167","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25168","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25169","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25170","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25171","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25172","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25173","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25174","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25175","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25176","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25177","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25178","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25179","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25180","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25181","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25182","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25183","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25184","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25185","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25186","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25187","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25188","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25189","Stegastes viride",12.192,"Roatan","Sparisoma viride"
"25190","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25191","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25192","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25193","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25194","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25195","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25196","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25197","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25198","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25199","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25200","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25201","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25202","Ocyurus chrysurus",12.192,"Roatan","Ocyurus chrysurus"
"25203","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25204","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25205","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25206","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25207","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25208","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25209","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25210","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25211","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25212","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25213","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25214","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25215","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25216","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25217","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25218","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25219","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25220","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25221","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25222","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25223","Ocyurus chrysurus",12.192,"Roatan","Ocyurus chrysurus"
"25224","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25225","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25226","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25227","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25228","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25229","Thalassoma bifasciatum",12.192,"Roatan","Thalassoma bifasciatum"
"25230","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
