"","species","dband","location","abundance","X","m","COEF","abu.corr"
"1024","Liopropoma olneyi",170,"St. Eustatius",3,114,"m",3.76734481,11.30203443
"1025","Liopropoma olneyi",180,"Curacao",12,35,"m",1.724533239,20.694398868
"1026","Liopropoma olneyi",180,"St. Eustatius",2,113,"m",4.174566474,8.349132948
"1027","Liopropoma olneyi",190,"Curacao",4,36,"m",1.643187332,6.572749328
"1028","Liopropoma olneyi",190,"St. Eustatius",2,112,"m",3.571711177,7.143422354
"1029","Liopropoma olneyi",200,"St. Eustatius",2,111,"m",3.862032086,7.724064172
"1030","Liopropoma olneyi",220,"Curacao",2,39,"m",1.136560242,2.273120484
"1031","Liopropoma olneyi",230,"Roatan",1,76,"m",1.589285714,1.589285714
"1032","Liopropoma olneyi",250,"Roatan",1,78,"m",1.034883721,1.034883721
"1033","Liopropoma santi",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1034","Liopropoma santi",240,"Curacao",1,41,"m",2.350351807,2.350351807
"1035","Liopropoma santi",250,"Roatan",1,78,"m",1.034883721,1.034883721
"1036","Liopropoma santi",260,"Roatan",1,79,"m",1.126582278,1.126582278
"1037","Lipogramma barrettorum",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1038","Lipogramma barrettorum",160,"Curacao",1,33,"m",1.212877394,1.212877394
"1039","Lipogramma evides",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1040","Lipogramma evides",140,"Bonaire",5,5,"m",1.365335946,6.82667973
"1041","Lipogramma evides",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1042","Lipogramma evides",150,"Curacao",5,32,"m",1.188927353,5.944636765
"1043","Lipogramma evides",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1044","Lipogramma evides",160,"Curacao",5,33,"m",1.212877394,6.06438697
"1045","Lipogramma evides",170,"Curacao",11,34,"m",1.172632844,12.898961284
"1046","Lipogramma evides",180,"Curacao",9,35,"m",1.724533239,15.520799151
"1047","Lipogramma evides",180,"Roatan",1,71,"m",2.870967742,2.870967742
"1048","Lipogramma evides",190,"Curacao",9,36,"m",1.643187332,14.788685988
"1049","Lipogramma evides",200,"Curacao",3,37,"m",1.203301258,3.609903774
"1050","Lipogramma evides",210,"Curacao",2,38,"m",1.454078712,2.908157424
"1051","Lipogramma evides",210,"Roatan",1,74,"m",2.119047619,2.119047619
"1052","Lipogramma evides",230,"Roatan",4,76,"m",1.589285714,6.357142856
"1053","Lipogramma evides",240,"Curacao",1,41,"m",2.350351807,2.350351807
"1054","Lipogramma evides",240,"Roatan",3,77,"m",1.711538462,5.134615386
"1055","Lipogramma evides",240,"St. Eustatius",1,107,"m",14.21653543,14.21653543
"1056","Lipogramma evides",260,"Curacao",1,43,"m",2.855374707,2.855374707
"1057","Lipogramma flavescens",90,"Roatan",2,62,"m",2.966666667,5.933333334
"1058","Lipogramma flavescens",210,"Roatan",2,74,"m",2.119047619,4.238095238
"1059","Lipogramma flavescens",220,"Roatan",1,75,"m",1.854166667,1.854166667
"1060","Lipogramma flavescens",230,"Roatan",3,76,"m",1.589285714,4.767857142
"1061","Lipogramma flavescens",240,"Roatan",1,77,"m",1.711538462,1.711538462
"1062","Lipogramma flavescens",260,"Roatan",1,79,"m",1.126582278,1.126582278
"1063","Lipogramma haberi",150,"Curacao",1,32,"m",1.188927353,1.188927353
"1064","Lipogramma haberi",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1065","Lipogramma haberi",230,"Curacao",1,40,"m",1.644295347,1.644295347
"1066","Lipogramma idabeli",130,"Roatan",3,66,"m",2.542857143,7.628571429
"1067","Lipogramma idabeli",160,"Roatan",4,69,"m",1.618181818,6.472727272
"1068","Lipogramma klayi",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1069","Lipogramma klayi",60,"Roatan",3,59,"m",1.893617021,5.680851063
"1070","Lipogramma klayi",70,"Bonaire",1,24,"m",2.085070543,2.085070543
"1071","Lipogramma klayi",70,"Curacao",10,51,"m",2.085070543,20.85070543
"1072","Lipogramma klayi",70,"Roatan",41,60,"m",2.656716418,108.925373138
"1073","Lipogramma klayi",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"1074","Lipogramma klayi",80,"Bonaire",2,25,"m",1.181725224,2.363450448
"1075","Lipogramma klayi",80,"Curacao",5,52,"m",1.181725224,5.90862612
"1076","Lipogramma klayi",80,"Roatan",11,61,"m",2.472222222,27.194444442
"1077","Lipogramma klayi",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"1078","Lipogramma klayi",90,"Bonaire",2,26,"m",1.187769118,2.375538236
"1079","Lipogramma klayi",90,"Curacao",27,53,"m",1.187769118,32.069766186
"1080","Lipogramma klayi",90,"Roatan",62,62,"m",2.966666667,183.933333354
"1081","Lipogramma klayi",90,"St. Eustatius",4,99,"m",1,4
"1082","Lipogramma klayi",100,"Curacao",5,27,"m",1.379236425,6.896182125
"1083","Lipogramma klayi",100,"Roatan",9,63,"m",1.483333333,13.349999997
"1084","Lipogramma klayi",100,"St. Eustatius",18,121,"m",1.546301253,27.833422554
"1085","Lipogramma klayi",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"1086","Lipogramma klayi",110,"Curacao",2,28,"m",1.161185714,2.322371428
"1087","Lipogramma klayi",110,"Roatan",4,64,"m",1.934782609,7.739130436
"1088","Lipogramma klayi",110,"St. Eustatius",15,120,"m",1.300675371,19.510130565
"1089","Lipogramma klayi",120,"Roatan",4,65,"m",2.170731707,8.682926828
"1090","Lipogramma klayi",120,"St. Eustatius",10,119,"m",3.838426787,38.38426787
"1091","Lipogramma klayi",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1092","Lipogramma levinsoni",90,"Curacao",2,53,"m",1.187769118,2.375538236
"1093","Lipogramma levinsoni",100,"Bonaire",3,1,"m",1.379236425,4.137709275
"1094","Lipogramma levinsoni",100,"Curacao",1,27,"m",1.379236425,1.379236425
"1095","Lipogramma levinsoni",110,"Bonaire",2,2,"m",1.161185714,2.322371428
"1096","Lipogramma levinsoni",110,"Curacao",4,28,"m",1.161185714,4.644742856
"1097","Lipogramma levinsoni",120,"Bonaire",9,3,"m",1.127104229,10.143938061
"1098","Lipogramma levinsoni",120,"Curacao",3,29,"m",1.127104229,3.381312687
"1099","Lipogramma levinsoni",120,"Roatan",1,65,"m",2.170731707,2.170731707
"1100","Lipogramma levinsoni",130,"Bonaire",13,4,"m",1.303308391,16.943009083
"1101","Lipogramma levinsoni",130,"Curacao",11,30,"m",1.303308391,14.336392301
"1102","Lipogramma levinsoni",130,"St. Eustatius",2,118,"m",3.42437174,6.84874348
"1103","Lipogramma levinsoni",140,"Bonaire",3,5,"m",1.365335946,4.096007838
"1104","Lipogramma levinsoni",140,"Curacao",3,31,"m",1.365335946,4.096007838
"1105","Lipogramma levinsoni",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1106","Lipogramma levinsoni",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1107","Lipogramma levinsoni",150,"Curacao",1,32,"m",1.188927353,1.188927353
"1108","Lipogramma levinsoni",160,"St. Eustatius",2,115,"m",4.342754059,8.685508118
"1109","Lipogramma levinsoni",170,"St. Eustatius",2,114,"m",3.76734481,7.53468962
"1110","Lipogramma regium",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"1111","Lipogramma regium",110,"St. Eustatius",2,120,"m",1.300675371,2.601350742
"1112","Lipogramma schrieri",170,"Curacao",3,34,"m",1.172632844,3.517898532
"1113","Lipogramma schrieri",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1114","Lipogramma schrieri",190,"Curacao",1,36,"m",1.643187332,1.643187332
"1115","Lipogramma trilineata",90,"St. Eustatius",1,99,"m",1,1
"1116","Lipogramma trilineata",100,"St. Eustatius",3,121,"m",1.546301253,4.638903759
"1117","Lipogramma trilineata",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"1118","Malacanthus plumieri",40,"Roatan",3,57,"m",1.1125,3.3375
"1119","Malacanthus plumieri",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"1120","Malacanthus plumieri",60,"Bonaire",3,23,"m",2.016114097,6.048342291
"1121","Malacanthus plumieri",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1122","Malacanthus plumieri",70,"Bonaire",2,24,"m",2.085070543,4.170141086
"1123","Malacanthus plumieri",80,"Bonaire",2,25,"m",1.181725224,2.363450448
"1124","Malacanthus plumieri",90,"Bonaire",3,26,"m",1.187769118,3.563307354
"1125","Malacanthus plumieri",100,"Bonaire",3,1,"m",1.379236425,4.137709275
"1126","Malacanthus plumieri",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1127","Malacanthus plumieri",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1128","Melichthys niger",10,"Roatan",4,54,"m",2.225,8.9
"1129","Microspathodon chrysurus",10,"Roatan",20,54,"m",2.225,44.5
"1130","Mulloidichthys martinicus",30,"Roatan",1,56,"m",1.034883721,1.034883721
"1131","Mulloidichthys martinicus",40,"Bonaire",7,21,"m",1.139215137,7.974505959
"1132","Mulloidichthys martinicus",40,"Roatan",3,57,"m",1.1125,3.3375
"1133","Mulloidichthys martinicus",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"1134","Mulloidichthys martinicus",50,"Bonaire",23,22,"m",0.999995899,22.999905677
"1135","Mulloidichthys martinicus",50,"Roatan",1,58,"m",1.390625,1.390625
"1136","Mulloidichthys martinicus",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1137","Mulloidichthys martinicus",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"1138","Muraena retifera",130,"Bonaire",2,4,"m",1.303308391,2.606616782
"1139","Muraena retifera",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"1140","Muraena retifera",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1141","Mycteroperca bonaci",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1142","Mycteroperca bonaci",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1143","Mycteroperca bonaci",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1144","Mycteroperca interstitialis",60,"Bonaire",1,23,"m",2.016114097,2.016114097
"1145","Mycteroperca interstitialis",90,"Roatan",1,62,"m",2.966666667,2.966666667
"1146","Mycteroperca tigris",50,"Roatan",1,58,"m",1.390625,1.390625
"1147","Mycteroperca tigris",60,"Roatan",1,59,"m",1.893617021,1.893617021
"1148","Myctoperca bonaci",120,"Roatan",1,65,"m",2.170731707,2.170731707
"1149","Myripristis jacobus",40,"Curacao",2,48,"m",1.139215137,2.278430274
"1150","Myripristis jacobus",50,"Curacao",2,49,"m",0.999995899,1.999991798
"1151","Myripristis jacobus",60,"Curacao",6,50,"m",2.016114097,12.096684582
"1152","Myripristis jacobus",70,"Curacao",2,51,"m",2.085070543,4.170141086
"1153","Myripristis jacobus",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1154","Myripristis jacobus",80,"Curacao",1,52,"m",1.181725224,1.181725224
"1155","Myripristis jacobus",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"1156","Myripristis jacobus",100,"St. Eustatius",3,121,"m",1.546301253,4.638903759
"1157","Myripristis jacobus",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"1158","Myripristis jacobus",120,"St. Eustatius",3,119,"m",3.838426787,11.515280361
"1159","Neoepinnula americana",310,"Roatan",1,84,"m",1.308823529,1.308823529
"1160","Neoepinnula americana",480,"Roatan",1,98,"m",5.933333333,5.933333333
"1161","Neoniphon coruscum",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1162","Neoscopelus macrolepidotus",470,"Roatan",1,97,"m",5.933333333,5.933333333
"1163","Ocyurus chrysurus",10,"Roatan",21,54,"m",2.225,46.725
"1164","Ocyurus chrysurus",30,"Roatan",2,56,"m",1.034883721,2.069767442
"1165","Ocyurus chrysurus",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"1166","Ocyurus chrysurus",50,"Roatan",1,58,"m",1.390625,1.390625
"1167","Ocyurus chrysurus",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"1168","Ogcocephalus corniger",170,"St. Eustatius",1,114,"m",3.76734481,3.76734481
"1169","Ogcocephalus corniger",200,"St. Eustatius",1,111,"m",3.862032086,3.862032086
"1170","Ogcocephalus corniger",230,"St. Eustatius",3,108,"m",2.26572549,6.79717647
"1171","Ogcocephalus parvus",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1172","Opistognathus aurifrons",40,"Roatan",2,57,"m",1.1125,2.225
"1173","Opistognathus schrieri",150,"Curacao",1,32,"m",1.188927353,1.188927353
"1174","Opistognathus schrieri",200,"Roatan",1,73,"m",1.369230769,1.369230769
"1175","Opistognathus schrieri",220,"Roatan",1,75,"m",1.854166667,1.854166667
"1176","Ostichthys trachypoma",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"1177","Ostichthys trachypoma",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1178","Ostichthys trachypoma",160,"Curacao",4,33,"m",1.212877394,4.851509576
"1179","Ostichthys trachypoma",170,"Bonaire",2,8,"m",1.172632844,2.345265688
"1180","Ostichthys trachypoma",170,"Curacao",3,34,"m",1.172632844,3.517898532
"1181","Ostichthys trachypoma",170,"Roatan",2,70,"m",1.022988506,2.045977012
"1182","Ostichthys trachypoma",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1183","Ostichthys trachypoma",180,"Curacao",7,35,"m",1.724533239,12.071732673
"1184","Ostichthys trachypoma",180,"Roatan",3,71,"m",2.870967742,8.612903226
"1185","Ostichthys trachypoma",190,"Curacao",1,36,"m",1.643187332,1.643187332
"1186","Ostichthys trachypoma",190,"Roatan",3,72,"m",1.934782609,5.804347827
"1187","Ostichthys trachypoma",190,"St. Eustatius",1,112,"m",3.571711177,3.571711177
"1188","Ostichthys trachypoma",200,"Curacao",7,37,"m",1.203301258,8.423108806
"1189","Ostichthys trachypoma",200,"Roatan",7,73,"m",1.369230769,9.584615383
"1190","Ostichthys trachypoma",210,"Curacao",6,38,"m",1.454078712,8.724472272
"1191","Ostichthys trachypoma",210,"Roatan",4,74,"m",2.119047619,8.476190476
"1192","Ostichthys trachypoma",210,"St. Eustatius",1,110,"m",2.498961938,2.498961938
"1193","Ostichthys trachypoma",220,"Curacao",11,39,"m",1.136560242,12.502162662
"1194","Ostichthys trachypoma",220,"Roatan",1,75,"m",1.854166667,1.854166667
"1195","Ostichthys trachypoma",230,"Curacao",35,40,"m",1.644295347,57.550337145
"1196","Ostichthys trachypoma",230,"Roatan",3,76,"m",1.589285714,4.767857142
"1197","Ostichthys trachypoma",240,"Curacao",3,41,"m",2.350351807,7.051055421
"1198","Ostichthys trachypoma",240,"Roatan",4,77,"m",1.711538462,6.846153848
"1199","Ostichthys trachypoma",250,"Curacao",6,42,"m",3.051927409,18.311564454
"1200","Ostichthys trachypoma",250,"Roatan",3,78,"m",1.034883721,3.104651163
"1201","Ostichthys trachypoma",260,"Curacao",10,43,"m",2.855374707,28.55374707
"1202","Ostichthys trachypoma",260,"Roatan",5,79,"m",1.126582278,5.63291139
"1203","Ostichthys trachypoma",270,"Curacao",1,44,"m",3.382094313,3.382094313
"1204","Ostichthys trachypoma",280,"Curacao",1,45,"m",3.295256757,3.295256757
"1205","Ostichthys trachypoma",280,"Roatan",1,81,"m",2.022727273,2.022727273
"1206","Ostichthys trachypoma",290,"Roatan",1,82,"m",1.308823529,1.308823529
"1207","Ostichthys trachypoma",300,"Roatan",1,83,"m",2.617647059,2.617647059
"1208","Oxyurichthys stigmalophius",90,"Bonaire",2,26,"m",1.187769118,2.375538236
"1209","Oxyurichthys stigmalophius",100,"Bonaire",1,1,"m",1.379236425,1.379236425
"1210","Palatogobius grandoculus",120,"Roatan",20,65,"m",2.170731707,43.41463414
"1211","Palatogobius grandoculus",130,"Roatan",2,66,"m",2.542857143,5.085714286
"1212","Palatogobius grandoculus",140,"Roatan",220,67,"m",1.893617021,416.59574462
"1213","Palatogobius grandoculus",150,"Roatan",210,68,"m",2.022727273,424.77272733
"1214","Palatogobius grandoculus",160,"Roatan",300,69,"m",1.618181818,485.4545454
"1215","Palatogobius grandoculus",170,"Roatan",300,70,"m",1.022988506,306.8965518
"1216","Palatogobius grandoculus",190,"Roatan",4,72,"m",1.934782609,7.739130436
"1217","Palatogobius grandoculus",200,"Roatan",28,73,"m",1.369230769,38.338461532
"1218","Palatogobius grandoculus",210,"Roatan",17,74,"m",2.119047619,36.023809523
"1219","Palatogobius grandoculus",220,"Roatan",6,75,"m",1.854166667,11.125000002
"1220","Palatogobius grandoculus",230,"Roatan",7,76,"m",1.589285714,11.124999998
"1221","Palatogobius grandoculus",240,"Roatan",10,77,"m",1.711538462,17.11538462
"1222","Palatogobius grandoculus",260,"Roatan",4,79,"m",1.126582278,4.506329112
"1223","Palatogobius grandoculus",260,"St. Eustatius",1,106,"m",6.485855411,6.485855411
"1224","Palatogobius grandoculus",270,"Roatan",1,80,"m",1,1
"1225","Palatogobius grandoculus",280,"Roatan",6,81,"m",2.022727273,12.136363638
"1226","Palatogobius grandoculus",290,"Roatan",1,82,"m",1.308823529,1.308823529
"1227","Palatogobius incendius",70,"Bonaire",6,24,"m",2.085070543,12.510423258
"1228","Palatogobius incendius",90,"Roatan",438,62,"m",2.966666667,1299.400000146
"1229","Palatogobius incendius",100,"St. Eustatius",26,121,"m",1.546301253,40.203832578
"1230","Palatogobius incendius",110,"Bonaire",51,2,"m",1.161185714,59.220471414
"1231","Palatogobius incendius",110,"Curacao",140,28,"m",1.161185714,162.56599996
"1232","Palatogobius incendius",110,"Roatan",401,64,"m",1.934782609,775.847826209
"1233","Palatogobius incendius",110,"St. Eustatius",267,120,"m",1.300675371,347.280324057
"1234","Palatogobius incendius",120,"Curacao",82,29,"m",1.127104229,92.422546778
"1235","Palatogobius incendius",120,"Roatan",261,65,"m",2.170731707,566.560975527
"1236","Palatogobius incendius",130,"St. Eustatius",1,118,"m",3.42437174,3.42437174
"1237","Palatogobius incendius",140,"Curacao",60,31,"m",1.365335946,81.92015676
"1238","Palatogobius incendius",140,"Roatan",21,67,"m",1.893617021,39.765957441
"1239","Palatogobius incendius",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1240","Palatogobius incendius",150,"Curacao",32,32,"m",1.188927353,38.045675296
"1241","Palatogobius incendius",150,"Roatan",379,68,"m",2.022727273,766.613636467
"1242","Palatogobius incendius",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"1243","Palatogobius incendius",160,"Roatan",405,69,"m",1.618181818,655.36363629
"1244","Palatogobius incendius",160,"St. Eustatius",165,115,"m",4.342754059,716.554419735
"1245","Palatogobius incendius",170,"Roatan",205,70,"m",1.022988506,209.71264373
"1246","Palatogobius incendius",180,"Curacao",1,35,"m",1.724533239,1.724533239
"1247","Palatogobius incendius",180,"Roatan",49,71,"m",2.870967742,140.677419358
"1248","Palatogobius incendius",180,"St. Eustatius",31,113,"m",4.174566474,129.411560694
"1249","Palatogobius incendius",190,"Roatan",3,72,"m",1.934782609,5.804347827
"1250","Palatogobius incendius",200,"Curacao",1,37,"m",1.203301258,1.203301258
"1251","Palatogobius incendius",200,"Roatan",53,73,"m",1.369230769,72.569230757
"1252","Palatogobius paradoxus",240,"Roatan",4,77,"m",1.711538462,6.846153848
"1253","Paranthias furcifer",40,"St. Eustatius",5,104,"m",10.87650602,54.3825301
"1254","Paranthias furcifer",50,"Bonaire",26,22,"m",0.999995899,25.999893374
"1255","Paranthias furcifer",50,"Curacao",6,49,"m",0.999995899,5.999975394
"1256","Paranthias furcifer",60,"Bonaire",16,23,"m",2.016114097,32.257825552
"1257","Paranthias furcifer",60,"Curacao",189,50,"m",2.016114097,381.045564333
"1258","Paranthias furcifer",70,"Curacao",45,51,"m",2.085070543,93.828174435
"1259","Paranthias furcifer",80,"Bonaire",101,25,"m",1.181725224,119.354247624
"1260","Paranthias furcifer",90,"Bonaire",50,26,"m",1.187769118,59.3884559
"1261","Paranthias furcifer",90,"Curacao",4,53,"m",1.187769118,4.751076472
"1262","Paranthias furcifer",100,"Curacao",1,27,"m",1.379236425,1.379236425
"1263","Paranthias furcifer",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"1264","Paranthias furcifer",110,"Curacao",2,28,"m",1.161185714,2.322371428
"1265","Paroncheilus affinis",80,"Bonaire",350,25,"m",1.181725224,413.6038284
"1266","Paroncheilus affinis",80,"St. Eustatius",1004,100,"m",3.768327681,3783.400991724
"1267","Paroncheilus affinis",90,"Bonaire",36,26,"m",1.187769118,42.759688248
"1268","Paroncheilus affinis",90,"St. Eustatius",1,99,"m",1,1
"1269","Paroncheilus affinis",100,"Bonaire",1,1,"m",1.379236425,1.379236425
"1270","Paroncheilus affinis",100,"St. Eustatius",51,121,"m",1.546301253,78.861363903
"1271","Paroncheilus affinis",110,"Bonaire",249,2,"m",1.161185714,289.135242786
"1272","Paroncheilus affinis",110,"Curacao",5,28,"m",1.161185714,5.80592857
"1273","Paroncheilus affinis",130,"Bonaire",1,4,"m",1.303308391,1.303308391
"1274","Paroncheilus affinis",200,"Bonaire",1,11,"m",1.203301258,1.203301258
"1275","Peristedion brevirostre",170,"Bonaire",1,8,"m",1.172632844,1.172632844
"1276","Peristedion brevirostre",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1277","Peristedion brevirostre",220,"Bonaire",1,13,"m",1.136560242,1.136560242
"1278","Phenacoscorpius nebrius",360,"Roatan",1,88,"m",8.090909091,8.090909091
"1279","Phenacoscorpius nebrius",420,"Roatan",1,92,"m",3.178571429,3.178571429
"1280","Physiculus fulvus",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"1281","Physiculus fulvus",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1282","Physiculus fulvus",170,"Bonaire",2,8,"m",1.172632844,2.345265688
"1283","Pinnichthys aimoriensis",90,"St. Eustatius",1,99,"m",1,1
"1284","Pinnichthys aimoriensis",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"1285","Plectranthias garrupellus",150,"Roatan",1,68,"m",2.022727273,2.022727273
"1286","Plectranthias garrupellus",170,"St. Eustatius",1,114,"m",3.76734481,3.76734481
"1287","Plectranthias garrupellus",230,"Roatan",1,76,"m",1.589285714,1.589285714
"1288","Plectranthias garrupellus",260,"Roatan",1,79,"m",1.126582278,1.126582278
"1289","Plectranthias garrupellus",270,"Roatan",1,80,"m",1,1
"1290","Plectranthias sp.",90,"Curacao",2,53,"m",1.187769118,2.375538236
"1291","Plectranthias sp.",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"1292","Plectranthias sp.",120,"Curacao",2,29,"m",1.127104229,2.254208458
"1293","Plectranthias sp.",170,"St. Eustatius",1,114,"m",3.76734481,3.76734481
"1294","Polylepion sp.",210,"Curacao",1,38,"m",1.454078712,1.454078712
"1295","Polylepion sp.",240,"Roatan",2,77,"m",1.711538462,3.423076924
"1296","Polylepion sp.",250,"Curacao",1,42,"m",3.051927409,3.051927409
"1297","Polylepion sp.",270,"Curacao",1,44,"m",3.382094313,3.382094313
"1298","Polylepion sp.",270,"Roatan",1,80,"m",1,1
"1299","Polylepion sp.",300,"Roatan",2,83,"m",2.617647059,5.235294118
"1300","Polylepion sp.",320,"Roatan",1,85,"m",5.235294118,5.235294118
"1301","Pomacanthus arcuatus",40,"Roatan",1,57,"m",1.1125,1.1125
"1302","Pomacanthus arcuatus",70,"Bonaire",2,24,"m",2.085070543,4.170141086
"1303","Pomacanthus arcuatus",100,"Roatan",1,63,"m",1.483333333,1.483333333
"1304","Pomacanthus paru",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"1305","Pomacanthus paru",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"1306","Pomacanthus paru",50,"St. Eustatius",2,103,"m",15.20421053,30.40842106
"1307","Pomacanthus paru",70,"Roatan",1,60,"m",2.656716418,2.656716418
"1308","Pomacanthus paru",80,"St. Eustatius",2,100,"m",3.768327681,7.536655362
"1309","Pomacanthus paru",90,"St. Eustatius",2,99,"m",1,2
"1310","Pomacanthus paru",150,"Bonaire",2,6,"m",1.188927353,2.377854706
"1311","Pontinus castor",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"1312","Pontinus castor",120,"Curacao",2,29,"m",1.127104229,2.254208458
"1313","Pontinus castor",130,"Curacao",1,30,"m",1.303308391,1.303308391
"1314","Pontinus castor",140,"Bonaire",5,5,"m",1.365335946,6.82667973
"1315","Pontinus castor",150,"Bonaire",4,6,"m",1.188927353,4.755709412
"1316","Pontinus castor",150,"Curacao",5,32,"m",1.188927353,5.944636765
"1317","Pontinus castor",160,"Curacao",2,33,"m",1.212877394,2.425754788
"1318","Pontinus castor",170,"St. Eustatius",1,114,"m",3.76734481,3.76734481
"1319","Pontinus castor",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"1320","Pontinus castor",180,"Curacao",2,35,"m",1.724533239,3.449066478
"1321","Pontinus castor",180,"Roatan",2,71,"m",2.870967742,5.741935484
"1322","Pontinus castor",180,"St. Eustatius",1,113,"m",4.174566474,4.174566474
"1323","Pontinus castor",190,"Curacao",2,36,"m",1.643187332,3.286374664
"1324","Pontinus castor",190,"Roatan",1,72,"m",1.934782609,1.934782609
"1325","Pontinus castor",200,"Curacao",2,37,"m",1.203301258,2.406602516
"1326","Pontinus castor",200,"Roatan",1,73,"m",1.369230769,1.369230769
"1327","Pontinus castor",210,"Curacao",2,38,"m",1.454078712,2.908157424
"1328","Pontinus castor",210,"Roatan",1,74,"m",2.119047619,2.119047619
"1329","Pontinus castor",210,"St. Eustatius",1,110,"m",2.498961938,2.498961938
"1330","Pontinus castor",240,"Curacao",1,41,"m",2.350351807,2.350351807
"1331","Pontinus castor",250,"Bonaire",1,15,"m",3.051927409,3.051927409
"1332","Pontinus castor",270,"Roatan",1,80,"m",1,1
"1333","Pontinus nematophthalmus",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1334","Pontinus nematophthalmus",150,"Curacao",2,32,"m",1.188927353,2.377854706
"1335","Pontinus nematophthalmus",160,"Curacao",2,33,"m",1.212877394,2.425754788
"1336","Pontinus nematophthalmus",170,"Curacao",2,34,"m",1.172632844,2.345265688
"1337","Pontinus nematophthalmus",180,"Curacao",3,35,"m",1.724533239,5.173599717
"1338","Pontinus nematophthalmus",190,"Curacao",2,36,"m",1.643187332,3.286374664
"1339","Pontinus nematophthalmus",200,"Curacao",4,37,"m",1.203301258,4.813205032
"1340","Pontinus nematophthalmus",210,"Curacao",2,38,"m",1.454078712,2.908157424
"1341","Pontinus nematophthalmus",230,"Curacao",1,40,"m",1.644295347,1.644295347
"1342","Pontinus nematophthalmus",240,"Curacao",1,41,"m",2.350351807,2.350351807
"1343","Pontinus nematophthalmus",250,"Curacao",1,42,"m",3.051927409,3.051927409
"1344","Pontinus nematophthalmus",300,"Curacao",1,47,"m",8.196605042,8.196605042
"1345","Priacanthus arenatus",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1346","Priacanthus arenatus",150,"Roatan",2,68,"m",2.022727273,4.045454546
"1347","Priacanthus arenatus",190,"St. Eustatius",1,112,"m",3.571711177,3.571711177
"1348","Priolepis hipoliti",110,"Bonaire",3,2,"m",1.161185714,3.483557142
"1349","Pristigenys alta",70,"Curacao",1,51,"m",2.085070543,2.085070543
"1350","Pristigenys alta",90,"Curacao",1,53,"m",1.187769118,1.187769118
"1351","Pristigenys alta",110,"Curacao",1,28,"m",1.161185714,1.161185714
"1352","Pristigenys alta",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"1353","Pristigenys alta",120,"Curacao",1,29,"m",1.127104229,1.127104229
"1354","Pristigenys alta",120,"Roatan",1,65,"m",2.170731707,2.170731707
