,species,dband,location,abundance,m,COEF,abu.corr,species.fb
910,Holocentrus rufus,110,Roatan,1,m,1.934782609,1.934782609,Holocentrus rufus
911,Holocentrus rufus,110,St. Eustatius,5,m,1.300675371,6.503376855,Holocentrus rufus
912,Holocentrus rufus,120,Roatan,1,m,2.170731707,2.170731707,Holocentrus rufus
913,Holocentrus rufus,140,Roatan,1,m,1.893617021,1.893617021,Holocentrus rufus
914,Hypoplectrus chlorurus,50,Bonaire,3,m,0.999995899,2.999987697,Hypoplectrus chlorurus
915,Hypoplectrus indigo,10,Roatan,3,m,2.225,6.675,Hypoplectrus indigo
916,Hypoplectrus indigo,50,St. Eustatius,1,m,15.20421053,15.20421053,Hypoplectrus indigo
917,Hypoplectrus nigricans,10,Roatan,2,m,2.225,4.45,Hypoplectrus nigricans
918,Hypoplectrus nigricans,20,Roatan,1,m,1.934782609,1.934782609,Hypoplectrus nigricans
919,Hypoplectrus nigricans,60,Roatan,2,m,1.893617021,3.787234042,Hypoplectrus nigricans
920,Hypoplectrus puella,20,Roatan,1,m,1.934782609,1.934782609,Hypoplectrus puella
921,Hypoplectrus puella,30,Roatan,1,m,1.034883721,1.034883721,Hypoplectrus puella
922,Hypoplectrus puella,40,St. Eustatius,1,m,10.87650602,10.87650602,Hypoplectrus puella
923,Hyporthodus niveatus,170,Bonaire,1,m,1.172632844,1.172632844,Hyporthodus niveatus
924,Jeboehlkia gladifer,120,Curacao,1,m,1.127104229,1.127104229,Jeboehlkia gladifer
925,Jeboehlkia gladifer,150,Bonaire,1,m,1.188927353,1.188927353,Jeboehlkia gladifer
926,Jeboehlkia gladifer,160,Bonaire,2,m,1.212877394,2.425754788,Jeboehlkia gladifer
927,Jeboehlkia gladifer,170,Bonaire,1,m,1.172632844,1.172632844,Jeboehlkia gladifer
928,Jeboehlkia gladifer,170,Curacao,9,m,1.172632844,10.5536956,Jeboehlkia gladifer
929,Jeboehlkia gladifer,170,Roatan,2,m,1.022988506,2.045977012,Jeboehlkia gladifer
930,Jeboehlkia gladifer,180,Bonaire,1,m,1.724533239,1.724533239,Jeboehlkia gladifer
931,Jeboehlkia gladifer,180,Curacao,4,m,1.724533239,6.898132956,Jeboehlkia gladifer
932,Jeboehlkia gladifer,190,Curacao,7,m,1.643187332,11.50231132,Jeboehlkia gladifer
933,Jeboehlkia gladifer,200,Curacao,3,m,1.203301258,3.609903774,Jeboehlkia gladifer
934,Jeboehlkia gladifer,210,Curacao,5,m,1.454078712,7.27039356,Jeboehlkia gladifer
935,Jeboehlkia gladifer,220,Curacao,3,m,1.136560242,3.409680726,Jeboehlkia gladifer
936,Jeboehlkia gladifer,230,Curacao,8,m,1.644295347,13.15436278,Jeboehlkia gladifer
937,Jeboehlkia gladifer,240,Curacao,4,m,2.350351807,9.401407228,Jeboehlkia gladifer
938,Jeboehlkia gladifer,250,Curacao,5,m,3.051927409,15.25963705,Jeboehlkia gladifer
939,Jeboehlkia gladifer,250,Roatan,1,m,1.034883721,1.034883721,Jeboehlkia gladifer
940,Jeboehlkia gladifer,260,Curacao,2,m,2.855374707,5.710749414,Jeboehlkia gladifer
941,Jeboehlkia gladifer,270,Curacao,2,m,3.382094313,6.764188626,Jeboehlkia gladifer
942,Jeboehlkia gladifer,280,Curacao,1,m,3.295256757,3.295256757,Jeboehlkia gladifer
943,Jeboehlkia gladifer,280,Roatan,2,m,2.022727273,4.045454546,Jeboehlkia gladifer
944,Jeboehlkia gladifer,290,Roatan,3,m,1.308823529,3.926470587,Jeboehlkia gladifer
945,Jeboehlkia gladifer,300,Curacao,1,m,8.196605042,8.196605042,Jeboehlkia gladifer
946,Jeboehlkia gladifer,360,Roatan,1,m,8.090909091,8.090909091,Jeboehlkia gladifer
947,Jeboehlkia gladifer,390,Roatan,2,m,8.090909091,16.18181818,Jeboehlkia gladifer
948,Lachnolaimus maximus,50,Roatan,1,m,1.390625,1.390625,Lachnolaimus maximus
949,Lactophrys trigonus,60,Roatan,1,m,1.893617021,1.893617021,Lactophrys trigonus
950,Lactophrys triqueter,10,Roatan,1,m,2.225,2.225,Lactophrys triqueter
951,Lactophrys triqueter,70,Bonaire,2,m,2.085070543,4.170141086,Lactophrys triqueter
952,Liopropoma aberrans,90,Curacao,2,m,1.187769118,2.375538236,Liopropoma aberrans
953,Liopropoma aberrans,110,Curacao,7,m,1.161185714,8.128299998,Liopropoma aberrans
954,Liopropoma aberrans,110,Roatan,1,m,1.934782609,1.934782609,Liopropoma aberrans
955,Liopropoma aberrans,120,Bonaire,1,m,1.127104229,1.127104229,Liopropoma aberrans
956,Liopropoma aberrans,120,Curacao,7,m,1.127104229,7.889729603,Liopropoma aberrans
957,Liopropoma aberrans,120,Roatan,2,m,2.170731707,4.341463414,Liopropoma aberrans
958,Liopropoma aberrans,130,Curacao,4,m,1.303308391,5.213233564,Liopropoma aberrans
959,Liopropoma aberrans,130,Roatan,2,m,2.542857143,5.085714286,Liopropoma aberrans
960,Liopropoma aberrans,140,Curacao,4,m,1.365335946,5.461343784,Liopropoma aberrans
961,Liopropoma aberrans,140,Roatan,2,m,1.893617021,3.787234042,Liopropoma aberrans
962,Liopropoma aberrans,150,Curacao,8,m,1.188927353,9.511418824,Liopropoma aberrans
963,Liopropoma aberrans,150,Roatan,11,m,2.022727273,22.25,Liopropoma aberrans
964,Liopropoma aberrans,160,Bonaire,1,m,1.212877394,1.212877394,Liopropoma aberrans
965,Liopropoma aberrans,160,Curacao,1,m,1.212877394,1.212877394,Liopropoma aberrans
966,Liopropoma aberrans,160,Roatan,1,m,1.618181818,1.618181818,Liopropoma aberrans
967,Liopropoma aberrans,170,Curacao,4,m,1.172632844,4.690531376,Liopropoma aberrans
968,Liopropoma aberrans,170,Roatan,4,m,1.022988506,4.091954024,Liopropoma aberrans
969,Liopropoma aberrans,180,Roatan,1,m,2.870967742,2.870967742,Liopropoma aberrans
970,Liopropoma aberrans,190,Roatan,1,m,1.934782609,1.934782609,Liopropoma aberrans
971,Liopropoma aberrans,240,Curacao,1,m,2.350351807,2.350351807,Liopropoma aberrans
972,Liopropoma carmabi,70,Bonaire,1,m,2.085070543,2.085070543,Liopropoma carmabi
973,Liopropoma carmabi,70,St. Eustatius,1,m,5.971062422,5.971062422,Liopropoma carmabi
974,Liopropoma carmabi,80,Bonaire,2,m,1.181725224,2.363450448,Liopropoma carmabi
975,Liopropoma carmabi,160,St. Eustatius,1,m,4.342754059,4.342754059,Liopropoma carmabi
976,Liopropoma mowbrayi,40,Roatan,6,m,1.1125,6.675,Liopropoma mowbrayi
977,Liopropoma mowbrayi,50,Curacao,1,m,0.999995899,0.999995899,Liopropoma mowbrayi
978,Liopropoma mowbrayi,50,Roatan,1,m,1.390625,1.390625,Liopropoma mowbrayi
979,Liopropoma mowbrayi,60,Curacao,3,m,2.016114097,6.048342291,Liopropoma mowbrayi
980,Liopropoma mowbrayi,60,Roatan,7,m,1.893617021,13.25531915,Liopropoma mowbrayi
981,Liopropoma mowbrayi,70,Curacao,7,m,2.085070543,14.5954938,Liopropoma mowbrayi
982,Liopropoma mowbrayi,70,Roatan,21,m,2.656716418,55.79104478,Liopropoma mowbrayi
983,Liopropoma mowbrayi,70,St. Eustatius,1,m,5.971062422,5.971062422,Liopropoma mowbrayi
984,Liopropoma mowbrayi,80,Bonaire,5,m,1.181725224,5.90862612,Liopropoma mowbrayi
985,Liopropoma mowbrayi,80,Curacao,13,m,1.181725224,15.36242791,Liopropoma mowbrayi
986,Liopropoma mowbrayi,80,Roatan,3,m,2.472222222,7.416666666,Liopropoma mowbrayi
987,Liopropoma mowbrayi,80,St. Eustatius,1,m,3.768327681,3.768327681,Liopropoma mowbrayi
988,Liopropoma mowbrayi,90,Bonaire,1,m,1.187769118,1.187769118,Liopropoma mowbrayi
989,Liopropoma mowbrayi,90,Curacao,24,m,1.187769118,28.50645883,Liopropoma mowbrayi
990,Liopropoma mowbrayi,90,Roatan,30,m,2.966666667,89.00000001,Liopropoma mowbrayi
991,Liopropoma mowbrayi,90,St. Eustatius,1,m,1,1,Liopropoma mowbrayi
992,Liopropoma mowbrayi,100,Curacao,31,m,1.379236425,42.75632918,Liopropoma mowbrayi
993,Liopropoma mowbrayi,100,Roatan,10,m,1.483333333,14.83333333,Liopropoma mowbrayi
994,Liopropoma mowbrayi,100,St. Eustatius,11,m,1.546301253,17.00931378,Liopropoma mowbrayi
995,Liopropoma mowbrayi,110,Curacao,27,m,1.161185714,31.35201428,Liopropoma mowbrayi
996,Liopropoma mowbrayi,110,Roatan,13,m,1.934782609,25.15217392,Liopropoma mowbrayi
997,Liopropoma mowbrayi,110,St. Eustatius,15,m,1.300675371,19.51013057,Liopropoma mowbrayi
998,Liopropoma mowbrayi,120,Curacao,3,m,1.127104229,3.381312687,Liopropoma mowbrayi
999,Liopropoma mowbrayi,120,Roatan,12,m,2.170731707,26.04878048,Liopropoma mowbrayi
1000,Liopropoma mowbrayi,120,St. Eustatius,8,m,3.838426787,30.7074143,Liopropoma mowbrayi
1001,Liopropoma mowbrayi,130,Curacao,2,m,1.303308391,2.606616782,Liopropoma mowbrayi
1002,Liopropoma mowbrayi,130,Roatan,7,m,2.542857143,17.8,Liopropoma mowbrayi
1003,Liopropoma mowbrayi,130,St. Eustatius,4,m,3.42437174,13.69748696,Liopropoma mowbrayi
1004,Liopropoma mowbrayi,140,Roatan,1,m,1.893617021,1.893617021,Liopropoma mowbrayi
1005,Liopropoma mowbrayi,140,St. Eustatius,4,m,5.143874644,20.57549858,Liopropoma mowbrayi
1006,Liopropoma mowbrayi,150,Roatan,1,m,2.022727273,2.022727273,Liopropoma mowbrayi
1007,Liopropoma olneyi,110,Bonaire,3,m,1.161185714,3.483557142,Liopropoma olneyi
1008,Liopropoma olneyi,110,Curacao,6,m,1.161185714,6.967114284,Liopropoma olneyi
1009,Liopropoma olneyi,120,Bonaire,4,m,1.127104229,4.508416916,Liopropoma olneyi
1010,Liopropoma olneyi,120,Curacao,13,m,1.127104229,14.65235498,Liopropoma olneyi
1011,Liopropoma olneyi,130,Bonaire,4,m,1.303308391,5.213233564,Liopropoma olneyi
1012,Liopropoma olneyi,130,Curacao,8,m,1.303308391,10.42646713,Liopropoma olneyi
1013,Liopropoma olneyi,140,Bonaire,9,m,1.365335946,12.28802351,Liopropoma olneyi
1014,Liopropoma olneyi,140,Curacao,7,m,1.365335946,9.557351622,Liopropoma olneyi
1015,Liopropoma olneyi,140,St. Eustatius,1,m,5.143874644,5.143874644,Liopropoma olneyi
1016,Liopropoma olneyi,150,Bonaire,13,m,1.188927353,15.45605559,Liopropoma olneyi
1017,Liopropoma olneyi,150,Curacao,12,m,1.188927353,14.26712824,Liopropoma olneyi
1018,Liopropoma olneyi,150,St. Eustatius,4,m,3.366899767,13.46759907,Liopropoma olneyi
1019,Liopropoma olneyi,160,Bonaire,2,m,1.212877394,2.425754788,Liopropoma olneyi
1020,Liopropoma olneyi,160,Curacao,7,m,1.212877394,8.490141758,Liopropoma olneyi
1021,Liopropoma olneyi,160,St. Eustatius,7,m,4.342754059,30.39927841,Liopropoma olneyi
1022,Liopropoma olneyi,170,Curacao,5,m,1.172632844,5.86316422,Liopropoma olneyi
1023,Liopropoma olneyi,170,Roatan,1,m,1.022988506,1.022988506,Liopropoma olneyi
1024,Liopropoma olneyi,170,St. Eustatius,3,m,3.76734481,11.30203443,Liopropoma olneyi
1025,Liopropoma olneyi,180,Curacao,12,m,1.724533239,20.69439887,Liopropoma olneyi
1026,Liopropoma olneyi,180,St. Eustatius,2,m,4.174566474,8.349132948,Liopropoma olneyi
1027,Liopropoma olneyi,190,Curacao,4,m,1.643187332,6.572749328,Liopropoma olneyi
1028,Liopropoma olneyi,190,St. Eustatius,2,m,3.571711177,7.143422354,Liopropoma olneyi
1029,Liopropoma olneyi,200,St. Eustatius,2,m,3.862032086,7.724064172,Liopropoma olneyi
1030,Liopropoma olneyi,220,Curacao,2,m,1.136560242,2.273120484,Liopropoma olneyi
1031,Liopropoma olneyi,230,Roatan,1,m,1.589285714,1.589285714,Liopropoma olneyi
1032,Liopropoma olneyi,250,Roatan,1,m,1.034883721,1.034883721,Liopropoma olneyi
1033,Liopropoma santi,180,Curacao,1,m,1.724533239,1.724533239,Liopropoma santi
1034,Liopropoma santi,240,Curacao,1,m,2.350351807,2.350351807,Liopropoma santi
1035,Liopropoma santi,250,Roatan,1,m,1.034883721,1.034883721,Liopropoma santi
1036,Liopropoma santi,260,Roatan,1,m,1.126582278,1.126582278,Liopropoma santi
1037,Lipogramma barrettorum,130,Curacao,2,m,1.303308391,2.606616782,Lipogramma barrettorum
1038,Lipogramma barrettorum,160,Curacao,1,m,1.212877394,1.212877394,Lipogramma barrettorum
1039,Lipogramma evides,130,Curacao,2,m,1.303308391,2.606616782,Lipogramma evides
1040,Lipogramma evides,140,Bonaire,5,m,1.365335946,6.82667973,Lipogramma evides
1041,Lipogramma evides,150,Bonaire,1,m,1.188927353,1.188927353,Lipogramma evides
1042,Lipogramma evides,150,Curacao,5,m,1.188927353,5.944636765,Lipogramma evides
1043,Lipogramma evides,160,Bonaire,1,m,1.212877394,1.212877394,Lipogramma evides
1044,Lipogramma evides,160,Curacao,5,m,1.212877394,6.06438697,Lipogramma evides
1045,Lipogramma evides,170,Curacao,11,m,1.172632844,12.89896128,Lipogramma evides
1046,Lipogramma evides,180,Curacao,9,m,1.724533239,15.52079915,Lipogramma evides
1047,Lipogramma evides,180,Roatan,1,m,2.870967742,2.870967742,Lipogramma evides
1048,Lipogramma evides,190,Curacao,9,m,1.643187332,14.78868599,Lipogramma evides
1049,Lipogramma evides,200,Curacao,3,m,1.203301258,3.609903774,Lipogramma evides
1050,Lipogramma evides,210,Curacao,2,m,1.454078712,2.908157424,Lipogramma evides
1051,Lipogramma evides,210,Roatan,1,m,2.119047619,2.119047619,Lipogramma evides
1052,Lipogramma evides,230,Roatan,4,m,1.589285714,6.357142856,Lipogramma evides
1053,Lipogramma evides,240,Curacao,1,m,2.350351807,2.350351807,Lipogramma evides
1054,Lipogramma evides,240,Roatan,3,m,1.711538462,5.134615386,Lipogramma evides
1055,Lipogramma evides,240,St. Eustatius,1,m,14.21653543,14.21653543,Lipogramma evides
1056,Lipogramma evides,260,Curacao,1,m,2.855374707,2.855374707,Lipogramma evides
1057,Lipogramma flavescens,90,Roatan,2,m,2.966666667,5.933333334,Lipogramma flavescens
1058,Lipogramma flavescens,210,Roatan,2,m,2.119047619,4.238095238,Lipogramma flavescens
1059,Lipogramma flavescens,220,Roatan,1,m,1.854166667,1.854166667,Lipogramma flavescens
1060,Lipogramma flavescens,230,Roatan,3,m,1.589285714,4.767857142,Lipogramma flavescens
1061,Lipogramma flavescens,240,Roatan,1,m,1.711538462,1.711538462,Lipogramma flavescens
1062,Lipogramma flavescens,260,Roatan,1,m,1.126582278,1.126582278,Lipogramma flavescens
1063,Lipogramma haberi,150,Curacao,1,m,1.188927353,1.188927353,Lipogramma haberi
1064,Lipogramma haberi,180,Curacao,1,m,1.724533239,1.724533239,Lipogramma haberi
1065,Lipogramma haberi,230,Curacao,1,m,1.644295347,1.644295347,Lipogramma haberi
1066,Lipogramma idabeli,130,Roatan,3,m,2.542857143,7.628571429,Lipogramma evides
1067,Lipogramma idabeli,160,Roatan,4,m,1.618181818,6.472727272,Lipogramma evides
1068,Lipogramma klayi,60,Bonaire,1,m,2.016114097,2.016114097,Lipogramma klayi
1069,Lipogramma klayi,60,Roatan,3,m,1.893617021,5.680851063,Lipogramma klayi
1070,Lipogramma klayi,70,Bonaire,1,m,2.085070543,2.085070543,Lipogramma klayi
1071,Lipogramma klayi,70,Curacao,10,m,2.085070543,20.85070543,Lipogramma klayi
1072,Lipogramma klayi,70,Roatan,41,m,2.656716418,108.9253731,Lipogramma klayi
1073,Lipogramma klayi,70,St. Eustatius,1,m,5.971062422,5.971062422,Lipogramma klayi
1074,Lipogramma klayi,80,Bonaire,2,m,1.181725224,2.363450448,Lipogramma klayi
1075,Lipogramma klayi,80,Curacao,5,m,1.181725224,5.90862612,Lipogramma klayi
1076,Lipogramma klayi,80,Roatan,11,m,2.472222222,27.19444444,Lipogramma klayi
1077,Lipogramma klayi,80,St. Eustatius,1,m,3.768327681,3.768327681,Lipogramma klayi
1078,Lipogramma klayi,90,Bonaire,2,m,1.187769118,2.375538236,Lipogramma klayi
1079,Lipogramma klayi,90,Curacao,27,m,1.187769118,32.06976619,Lipogramma klayi
1080,Lipogramma klayi,90,Roatan,62,m,2.966666667,183.9333334,Lipogramma klayi
1081,Lipogramma klayi,90,St. Eustatius,4,m,1,4,Lipogramma klayi
1082,Lipogramma klayi,100,Curacao,5,m,1.379236425,6.896182125,Lipogramma klayi
1083,Lipogramma klayi,100,Roatan,9,m,1.483333333,13.35,Lipogramma klayi
1084,Lipogramma klayi,100,St. Eustatius,18,m,1.546301253,27.83342255,Lipogramma klayi
1085,Lipogramma klayi,110,Bonaire,1,m,1.161185714,1.161185714,Lipogramma klayi
1086,Lipogramma klayi,110,Curacao,2,m,1.161185714,2.322371428,Lipogramma klayi
1087,Lipogramma klayi,110,Roatan,4,m,1.934782609,7.739130436,Lipogramma klayi
1088,Lipogramma klayi,110,St. Eustatius,15,m,1.300675371,19.51013057,Lipogramma klayi
1089,Lipogramma klayi,120,Roatan,4,m,2.170731707,8.682926828,Lipogramma klayi
1090,Lipogramma klayi,120,St. Eustatius,10,m,3.838426787,38.38426787,Lipogramma klayi
1091,Lipogramma klayi,140,Roatan,1,m,1.893617021,1.893617021,Lipogramma klayi
1092,Lipogramma levinsoni,90,Curacao,2,m,1.187769118,2.375538236,Lipogramma levinsoni
1093,Lipogramma levinsoni,100,Bonaire,3,m,1.379236425,4.137709275,Lipogramma levinsoni
1094,Lipogramma levinsoni,100,Curacao,1,m,1.379236425,1.379236425,Lipogramma levinsoni
1095,Lipogramma levinsoni,110,Bonaire,2,m,1.161185714,2.322371428,Lipogramma levinsoni
1096,Lipogramma levinsoni,110,Curacao,4,m,1.161185714,4.644742856,Lipogramma levinsoni
1097,Lipogramma levinsoni,120,Bonaire,9,m,1.127104229,10.14393806,Lipogramma levinsoni
1098,Lipogramma levinsoni,120,Curacao,3,m,1.127104229,3.381312687,Lipogramma levinsoni
1099,Lipogramma levinsoni,120,Roatan,1,m,2.170731707,2.170731707,Lipogramma levinsoni
1100,Lipogramma levinsoni,130,Bonaire,13,m,1.303308391,16.94300908,Lipogramma levinsoni
1101,Lipogramma levinsoni,130,Curacao,11,m,1.303308391,14.3363923,Lipogramma levinsoni
1102,Lipogramma levinsoni,130,St. Eustatius,2,m,3.42437174,6.84874348,Lipogramma levinsoni
1103,Lipogramma levinsoni,140,Bonaire,3,m,1.365335946,4.096007838,Lipogramma levinsoni
1104,Lipogramma levinsoni,140,Curacao,3,m,1.365335946,4.096007838,Lipogramma levinsoni
1105,Lipogramma levinsoni,140,Roatan,1,m,1.893617021,1.893617021,Lipogramma levinsoni
1106,Lipogramma levinsoni,150,Bonaire,1,m,1.188927353,1.188927353,Lipogramma levinsoni
1107,Lipogramma levinsoni,150,Curacao,1,m,1.188927353,1.188927353,Lipogramma levinsoni
1108,Lipogramma levinsoni,160,St. Eustatius,2,m,4.342754059,8.685508118,Lipogramma levinsoni
1109,Lipogramma levinsoni,170,St. Eustatius,2,m,3.76734481,7.53468962,Lipogramma levinsoni
1110,Lipogramma regium,100,St. Eustatius,2,m,1.546301253,3.092602506,Lipogramma evides
1111,Lipogramma regium,110,St. Eustatius,2,m,1.300675371,2.601350742,Lipogramma evides
1112,Lipogramma schrieri,170,Curacao,3,m,1.172632844,3.517898532,Lipogramma schrieri
1113,Lipogramma schrieri,180,Curacao,1,m,1.724533239,1.724533239,Lipogramma schrieri
1114,Lipogramma schrieri,190,Curacao,1,m,1.643187332,1.643187332,Lipogramma schrieri
1115,Lipogramma trilineata,90,St. Eustatius,1,m,1,1,Lipogramma trilineata
1116,Lipogramma trilineata,100,St. Eustatius,3,m,1.546301253,4.638903759,Lipogramma trilineata
1117,Lipogramma trilineata,110,St. Eustatius,1,m,1.300675371,1.300675371,Lipogramma trilineata
1118,Malacanthus plumieri,40,Roatan,3,m,1.1125,3.3375,Malacanthus plumieri
1119,Malacanthus plumieri,40,St. Eustatius,1,m,10.87650602,10.87650602,Malacanthus plumieri
1120,Malacanthus plumieri,60,Bonaire,3,m,2.016114097,6.048342291,Malacanthus plumieri
1121,Malacanthus plumieri,60,Roatan,1,m,1.893617021,1.893617021,Malacanthus plumieri
1122,Malacanthus plumieri,70,Bonaire,2,m,2.085070543,4.170141086,Malacanthus plumieri
1123,Malacanthus plumieri,80,Bonaire,2,m,1.181725224,2.363450448,Malacanthus plumieri
1124,Malacanthus plumieri,90,Bonaire,3,m,1.187769118,3.563307354,Malacanthus plumieri
1125,Malacanthus plumieri,100,Bonaire,3,m,1.379236425,4.137709275,Malacanthus plumieri
1126,Malacanthus plumieri,140,Roatan,1,m,1.893617021,1.893617021,Malacanthus plumieri
1127,Malacanthus plumieri,180,Bonaire,1,m,1.724533239,1.724533239,Malacanthus plumieri
1128,Melichthys niger,10,Roatan,4,m,2.225,8.9,Melichthys niger
1129,Microspathodon chrysurus,10,Roatan,20,m,2.225,44.5,Microspathodon chrysurus
1130,Mulloidichthys martinicus,30,Roatan,1,m,1.034883721,1.034883721,Mulloidichthys martinicus
1131,Mulloidichthys martinicus,40,Bonaire,7,m,1.139215137,7.974505959,Mulloidichthys martinicus
1132,Mulloidichthys martinicus,40,Roatan,3,m,1.1125,3.3375,Mulloidichthys martinicus
1133,Mulloidichthys martinicus,40,St. Eustatius,1,m,10.87650602,10.87650602,Mulloidichthys martinicus
1134,Mulloidichthys martinicus,50,Bonaire,23,m,0.999995899,22.99990568,Mulloidichthys martinicus
1135,Mulloidichthys martinicus,50,Roatan,1,m,1.390625,1.390625,Mulloidichthys martinicus
1136,Mulloidichthys martinicus,90,Bonaire,1,m,1.187769118,1.187769118,Mulloidichthys martinicus
1137,Mulloidichthys martinicus,100,St. Eustatius,2,m,1.546301253,3.092602506,Mulloidichthys martinicus
1138,Muraena retifera,130,Bonaire,2,m,1.303308391,2.606616782,Muraena retifera
1139,Muraena retifera,140,Bonaire,1,m,1.365335946,1.365335946,Muraena retifera
1140,Muraena retifera,160,Bonaire,1,m,1.212877394,1.212877394,Muraena retifera
1141,Mycteroperca bonaci,60,Bonaire,1,m,2.016114097,2.016114097,Mycteroperca bonaci
1142,Mycteroperca bonaci,80,Bonaire,1,m,1.181725224,1.181725224,Mycteroperca bonaci
1143,Mycteroperca bonaci,90,Bonaire,1,m,1.187769118,1.187769118,Mycteroperca bonaci
1144,Mycteroperca interstitialis,60,Bonaire,1,m,2.016114097,2.016114097,Mycteroperca interstitialis
1145,Mycteroperca interstitialis,90,Roatan,1,m,2.966666667,2.966666667,Mycteroperca interstitialis
1146,Mycteroperca tigris,50,Roatan,1,m,1.390625,1.390625,Mycteroperca tigris
1147,Mycteroperca tigris,60,Roatan,1,m,1.893617021,1.893617021,Mycteroperca tigris
1148,Myctoperca bonaci,120,Roatan,1,m,2.170731707,2.170731707,Mycteroperca bonaci
1149,Myripristis jacobus,40,Curacao,2,m,1.139215137,2.278430274,Myripristis jacobus
1150,Myripristis jacobus,50,Curacao,2,m,0.999995899,1.999991798,Myripristis jacobus
1151,Myripristis jacobus,60,Curacao,6,m,2.016114097,12.09668458,Myripristis jacobus
1152,Myripristis jacobus,70,Curacao,2,m,2.085070543,4.170141086,Myripristis jacobus
1153,Myripristis jacobus,80,Bonaire,1,m,1.181725224,1.181725224,Myripristis jacobus
1154,Myripristis jacobus,80,Curacao,1,m,1.181725224,1.181725224,Myripristis jacobus
1155,Myripristis jacobus,80,St. Eustatius,1,m,3.768327681,3.768327681,Myripristis jacobus
1156,Myripristis jacobus,100,St. Eustatius,3,m,1.546301253,4.638903759,Myripristis jacobus
1157,Myripristis jacobus,110,St. Eustatius,1,m,1.300675371,1.300675371,Myripristis jacobus
1158,Myripristis jacobus,120,St. Eustatius,3,m,3.838426787,11.51528036,Myripristis jacobus
1159,Neoepinnula americana,310,Roatan,1,m,1.308823529,1.308823529,Neoepinnula americana
1160,Neoepinnula americana,480,Roatan,1,m,5.933333333,5.933333333,Neoepinnula americana
1161,Neoniphon coruscum,90,Bonaire,1,m,1.187769118,1.187769118,Sargocentron coruscum
1162,Neoscopelus macrolepidotus,470,Roatan,1,m,5.933333333,5.933333333,Neoscopelus macrolepidotus
1163,Ocyurus chrysurus,10,Roatan,21,m,2.225,46.725,Ocyurus chrysurus
1164,Ocyurus chrysurus,30,Roatan,2,m,1.034883721,2.069767442,Ocyurus chrysurus
1165,Ocyurus chrysurus,40,Bonaire,1,m,1.139215137,1.139215137,Ocyurus chrysurus
1166,Ocyurus chrysurus,50,Roatan,1,m,1.390625,1.390625,Ocyurus chrysurus
1167,Ocyurus chrysurus,90,Bonaire,1,m,1.187769118,1.187769118,Ocyurus chrysurus
1168,Ogcocephalus corniger,170,St. Eustatius,1,m,3.76734481,3.76734481,Ogcocephalus corniger
1169,Ogcocephalus corniger,200,St. Eustatius,1,m,3.862032086,3.862032086,Ogcocephalus corniger
1170,Ogcocephalus corniger,230,St. Eustatius,3,m,2.26572549,6.79717647,Ogcocephalus corniger
1171,Ogcocephalus parvus,160,Bonaire,1,m,1.212877394,1.212877394,Ogcocephalus parvus
1172,Opistognathus aurifrons,40,Roatan,2,m,1.1125,2.225,Opistognathus aurifrons
1173,Opistognathus schrieri,150,Curacao,1,m,1.188927353,1.188927353,Opistognathus schrieri
1174,Opistognathus schrieri,200,Roatan,1,m,1.369230769,1.369230769,Opistognathus schrieri
1175,Opistognathus schrieri,220,Roatan,1,m,1.854166667,1.854166667,Opistognathus schrieri
1176,Ostichthys trachypoma,80,Bonaire,1,m,1.181725224,1.181725224,Ostichthys trachypoma
1177,Ostichthys trachypoma,150,Bonaire,1,m,1.188927353,1.188927353,Ostichthys trachypoma
1178,Ostichthys trachypoma,160,Curacao,4,m,1.212877394,4.851509576,Ostichthys trachypoma
1179,Ostichthys trachypoma,170,Bonaire,2,m,1.172632844,2.345265688,Ostichthys trachypoma
1180,Ostichthys trachypoma,170,Curacao,3,m,1.172632844,3.517898532,Ostichthys trachypoma
1181,Ostichthys trachypoma,170,Roatan,2,m,1.022988506,2.045977012,Ostichthys trachypoma
1182,Ostichthys trachypoma,180,Bonaire,1,m,1.724533239,1.724533239,Ostichthys trachypoma
1183,Ostichthys trachypoma,180,Curacao,7,m,1.724533239,12.07173267,Ostichthys trachypoma
1184,Ostichthys trachypoma,180,Roatan,3,m,2.870967742,8.612903226,Ostichthys trachypoma
1185,Ostichthys trachypoma,190,Curacao,1,m,1.643187332,1.643187332,Ostichthys trachypoma
1186,Ostichthys trachypoma,190,Roatan,3,m,1.934782609,5.804347827,Ostichthys trachypoma
1187,Ostichthys trachypoma,190,St. Eustatius,1,m,3.571711177,3.571711177,Ostichthys trachypoma
1188,Ostichthys trachypoma,200,Curacao,7,m,1.203301258,8.423108806,Ostichthys trachypoma
1189,Ostichthys trachypoma,200,Roatan,7,m,1.369230769,9.584615383,Ostichthys trachypoma
1190,Ostichthys trachypoma,210,Curacao,6,m,1.454078712,8.724472272,Ostichthys trachypoma
1191,Ostichthys trachypoma,210,Roatan,4,m,2.119047619,8.476190476,Ostichthys trachypoma
1192,Ostichthys trachypoma,210,St. Eustatius,1,m,2.498961938,2.498961938,Ostichthys trachypoma
1193,Ostichthys trachypoma,220,Curacao,11,m,1.136560242,12.50216266,Ostichthys trachypoma
1194,Ostichthys trachypoma,220,Roatan,1,m,1.854166667,1.854166667,Ostichthys trachypoma
1195,Ostichthys trachypoma,230,Curacao,35,m,1.644295347,57.55033715,Ostichthys trachypoma
