,species,dband,location,hab,abundance,m,COEF,abu.corr,species.fb,lwa_m,lwa_sd,lwb_m,lwb_sd,maxTL,maxDepth,length,biomass
1455,Pronotogrammus martinicensis,170,Bonaire,deep,13,m,1.172632844,15.24422697,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,98.78637624
1456,Pronotogrammus martinicensis,170,Curacao,deep,22,m,1.172632844,25.79792257,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,167.1769444
1457,Pronotogrammus martinicensis,170,St. Eustatius,deep,28,m,3.76734481,105.4856547,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,683.5732366
1458,Pronotogrammus martinicensis,180,Bonaire,deep,1,m,1.724533239,1.724533239,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,11.17540363
1459,Pronotogrammus martinicensis,180,Curacao,deep,47,m,1.724533239,81.05306223,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,525.2439705
1460,Pronotogrammus martinicensis,180,St. Eustatius,deep,10,m,4.174566474,41.74566474,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,270.5222738
1461,Pronotogrammus martinicensis,190,Curacao,deep,17,m,1.643187332,27.93418464,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,181.0204531
1462,Pronotogrammus martinicensis,190,St. Eustatius,deep,8,m,3.571711177,28.57368942,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,185.1646029
1463,Pronotogrammus martinicensis,200,Curacao,deep,6,m,1.203301258,7.219807548,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,46.78614574
1464,Pronotogrammus martinicensis,200,St. Eustatius,deep,1,m,3.862032086,3.862032086,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,25.02692694
1465,Pronotogrammus martinicensis,210,Curacao,deep,2,m,1.454078712,2.908157424,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,18.84558226
1466,Pronotogrammus martinicensis,210,St. Eustatius,deep,2,m,2.498961938,4.997923876,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,32.38778781
1467,Pronotogrammus martinicensis,220,Curacao,deep,5,m,1.136560242,5.68280121,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,36.825963
1468,Pronotogrammus martinicensis,230,Curacao,deep,1,m,1.644295347,1.644295347,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,10.65544216
1469,Pronotogrammus martinicensis,240,St. Eustatius,deep,1,m,14.21653543,14.21653543,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,92.12667985
1470,Pronotogrammus martinicensis,290,Curacao,deep,1,m,4.077742475,4.077742475,Pronotogrammus martinicensis,0.00245,0.001423469,2.91,0.096938776,20,230,15,26.42478383
1471,Pseudupeneus maculatus,50,Roatan,shallow,1,m,1.390625,1.390625,Pseudupeneus maculatus,0.01072,0.000790816,3.1,0.020408163,30,90,22.5,231.8305279
1472,Pseudupeneus maculatus,60,Roatan,shallow,5,m,1.893617021,9.468085105,Pseudupeneus maculatus,0.01072,0.000790816,3.1,0.020408163,30,90,22.5,1578.420615
1473,Psilotris laurae,140,Bonaire,deep,1,m,1.365335946,1.365335946,Psilotris boehlkei,0.00603,0.003755102,3.09,0.091836735,4,50,3,0.245392629
1474,Ptereleotris helenae,60,Bonaire,deep,3,m,2.016114097,6.048342291,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,22.3266
1475,Ptereleotris helenae,60,Curacao,deep,1,m,2.016114097,2.016114097,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,7.442200002
1476,Ptereleotris helenae,70,Bonaire,deep,3,m,2.085070543,6.255211629,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,23.0902289
1477,Ptereleotris helenae,70,Curacao,deep,8,m,2.085070543,16.68056434,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,61.57394374
1478,Ptereleotris helenae,70,St. Eustatius,deep,2,m,5.971062422,11.94212484,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,44.0826646
1479,Ptereleotris helenae,80,Bonaire,deep,13,m,1.181725224,15.36242791,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,56.70822956
1480,Ptereleotris helenae,80,Curacao,deep,10,m,1.181725224,11.81725224,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,43.62171505
1481,Ptereleotris helenae,80,Roatan,shallow,1,m,2.472222222,2.472222222,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,9.125858627
1482,Ptereleotris helenae,80,St. Eustatius,deep,19,m,3.768327681,71.59822594,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,264.2947232
1483,Ptereleotris helenae,90,Bonaire,deep,4,m,1.187769118,4.751076472,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,17.53792674
1484,Ptereleotris helenae,90,Curacao,deep,1,m,1.187769118,1.187769118,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,4.384481684
1485,Ptereleotris helenae,90,St. Eustatius,deep,33,m,1,33,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,121.814832
1486,Ptereleotris helenae,100,Bonaire,deep,7,m,1.379236425,9.654654975,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,35.63879315
1487,Ptereleotris helenae,100,Curacao,deep,1,m,1.379236425,1.379236425,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,5.091256164
1488,Ptereleotris helenae,100,St. Eustatius,deep,22,m,1.546301253,34.01862757,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,125.5749516
1489,Ptereleotris helenae,110,Bonaire,deep,19,m,1.161185714,22.06252857,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,81.44070337
1490,Ptereleotris helenae,120,Curacao,deep,2,m,1.127104229,2.254208458,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,8.321091656
1491,Ptereleotris helenae,130,St. Eustatius,deep,1,m,3.42437174,3.42437174,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,12.64058389
1492,Ptereleotris helenae,140,Roatan,shallow,2,m,1.893617021,3.787234042,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,13.98003875
1493,Ptereleotris helenae,180,St. Eustatius,deep,1,m,4.174566474,4.174566474,Ptereleotris helenae,0.00389,0.002311224,3.12,0.091836735,12,60,9,15.40982163
1494,Pterois volitans,30,Roatan,shallow,1,m,1.034883721,1.034883721,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,263.3011273
1495,Pterois volitans,60,Roatan,shallow,1,m,1.893617021,1.893617021,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,481.7850413
1496,Pterois volitans,70,Roatan,shallow,4,m,2.656716418,10.62686567,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,2703.748889
1497,Pterois volitans,80,Roatan,shallow,4,m,2.472222222,9.888888888,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,2515.988549
1498,Pterois volitans,90,Roatan,shallow,21,m,2.966666667,62.30000001,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,15850.72786
1499,Pterois volitans,100,Roatan,shallow,1,m,1.483333333,1.483333333,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,377.3982823
1500,Pterois volitans,110,Roatan,shallow,2,m,1.934782609,3.869565218,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,984.5172586
1501,Pterois volitans,120,Roatan,shallow,1,m,2.170731707,2.170731707,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,552.2901693
1502,Pterois volitans,140,Roatan,shallow,4,m,1.893617021,7.574468084,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,1927.140165
1503,Pterois volitans,150,Roatan,shallow,3,m,2.022727273,6.068181819,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,1543.902065
1504,Pterois volitans,170,Roatan,shallow,1,m,1.022988506,1.022988506,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,260.2746776
1505,Pterois volitans,200,Roatan,shallow,2,m,1.369230769,2.738461538,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,696.7352905
1506,Pterois volitans,210,Roatan,shallow,1,m,2.119047619,2.119047619,Pterois volitans,0.00813,0.001219388,3.09,0.035714286,38,55,28.5,539.1404034
1507,Rypticus maculatus,80,Bonaire,deep,1,m,1.181725224,1.181725224,Rypticus maculatus,0.01148,0.009530612,3.06,0.112244898,20,91,15,53.86388155
1508,Rypticus saponaceous,60,Bonaire,deep,1,m,2.016114097,2.016114097,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,509.3222818
1509,Rypticus saponaceous,90,Bonaire,deep,1,m,1.187769118,1.187769118,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,300.0610324
1510,Rypticus saponaceous,100,Bonaire,deep,2,m,1.379236425,2.75847285,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,696.8611986
1511,Rypticus saponaceous,110,Bonaire,deep,3,m,1.161185714,3.483557142,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,880.0361422
1512,Rypticus saponaceous,130,Bonaire,deep,2,m,1.303308391,2.606616782,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,658.4984496
1513,Rypticus saponaceous,140,Bonaire,deep,1,m,1.365335946,1.365335946,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,344.9189807
1514,Rypticus saponaceus,80,St. Eustatius,deep,1,m,3.768327681,3.768327681,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,951.9765056
1515,Rypticus saponaceus,110,Roatan,shallow,1,m,1.934782609,1.934782609,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,488.7758558
1516,Rypticus saponaceus,110,St. Eustatius,deep,1,m,1.300675371,1.300675371,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,328.5840562
1517,Rypticus saponaceus,200,St. Eustatius,deep,1,m,3.862032086,3.862032086,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,975.6486487
1518,Rypticus saponaceus,210,St. Eustatius,deep,1,m,2.498961938,2.498961938,Rypticus saponaceus,0.01148,0.009530612,3.06,0.112244898,35,62,26.25,631.3020668
1519,Sargocentron bullisi,110,Bonaire,deep,2,m,1.161185714,2.322371428,Sargocentron bullisi,0.0166,0.008964286,2.97,0.086734694,13,110,9.75,33.3720954
1520,Sargocentron bullisi,120,Bonaire,deep,1,m,1.127104229,1.127104229,Sargocentron bullisi,0.0166,0.008964286,2.97,0.086734694,13,110,9.75,16.19630237
1521,Sargocentron poco,180,Roatan,shallow,1,m,2.870967742,2.870967742,Sargocentron poco,0.0166,0.008964286,2.97,0.086734694,11,30,8.25,25.119132
1522,Scarus iseri,10,Roatan,shallow,66,m,2.225,146.85,Scarus iseri,0.01122,0.00319898,3.01,0.066326531,35,25,26.25,30792.57615
1523,Scarus iseri,20,Roatan,shallow,15,m,1.934782609,29.02173914,Scarus iseri,0.01122,0.00319898,3.01,0.066326531,35,25,26.25,6085.489358
1524,Scarus iseri,30,Roatan,shallow,9,m,1.034883721,9.313953489,Scarus iseri,0.01122,0.00319898,3.01,0.066326531,35,25,26.25,1953.017515
1525,Scarus iseri,40,Roatan,shallow,3,m,1.1125,3.3375,Scarus iseri,0.01122,0.00319898,3.01,0.066326531,35,25,26.25,699.8312761
1526,Scarus taeniopterus,10,Roatan,shallow,17,m,2.225,37.825,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,11161.14918
1527,Scarus taeniopterus,20,Roatan,shallow,40,m,1.934782609,77.39130436,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,22836.11087
1528,Scarus taeniopterus,30,Roatan,shallow,20,m,1.034883721,20.69767442,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,6107.331976
1529,Scarus taeniopterus,40,Bonaire,deep,5,m,1.139215137,5.696075685,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,1680.760092
1530,Scarus taeniopterus,40,Roatan,shallow,30,m,1.1125,33.375,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,9848.07281
1531,Scarus taeniopterus,40,St. Eustatius,deep,16,m,10.87650602,174.0240963,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,51349.8718
1532,Scarus taeniopterus,50,Bonaire,deep,5,m,0.999995899,4.999979495,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,1475.360663
1533,Scarus taeniopterus,50,Roatan,shallow,20,m,1.390625,27.8125,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,8206.727342
1534,Scarus taeniopterus,50,St. Eustatius,deep,3,m,15.20421053,45.61263159,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,13459.07167
1535,Scarus taeniopterus,60,Bonaire,deep,3,m,2.016114097,6.048342291,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,1784.704577
1536,Scarus taeniopterus,60,Roatan,shallow,23,m,1.893617021,43.55319148,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,12851.38579
1537,Scarus taeniopterus,60,St. Eustatius,deep,3,m,6.826086957,20.47826087,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,6042.588886
1538,Scarus taeniopterus,70,Roatan,shallow,6,m,2.656716418,15.94029851,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,4703.557163
1539,Scarus taeniopterus,80,Roatan,shallow,2,m,2.472222222,4.944444444,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,1458.97375
1540,Scarus taeniopterus,80,St. Eustatius,deep,13,m,3.768327681,48.98825985,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,14455.12958
1541,Scarus taeniopterus,90,Roatan,shallow,1,m,2.966666667,2.966666667,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,875.3842499
1542,Scarus taeniopterus,90,St. Eustatius,deep,3,m,1,3,Scarus taeniopterus,0.01479,0.008632653,3.03,0.086734694,35,25,26.25,885.2200279
1543,Scarus vetula,20,Roatan,shallow,1,m,1.934782609,1.934782609,Scarus vetula,0.01479,0.008632653,3.03,0.086734694,61,25,45.75,3073.161453
1544,Scarus vetula,60,Bonaire,deep,1,m,2.016114097,2.016114097,Scarus vetula,0.01479,0.008632653,3.03,0.086734694,61,25,45.75,3202.346403
1545,Scarus viride,50,Roatan,shallow,1,m,1.390625,1.390625,Sparisoma viride,0.01413,0.00372449,3.04,0.06122449,64,50,48,2537.029728
1546,Scorpaena brasiliensis,200,Bonaire,deep,1,m,1.203301258,1.203301258,Scorpaena brasiliensis,0.01318,0.007311224,3.02,0.086734694,35,100,26.25,306.2388536
1547,Scorpaenodes barrybrowni,140,Bonaire,deep,1,m,1.365335946,1.365335946,Scorpaenodes barrybrowni,0.01259,0.006979592,3.02,0.086734694,12.58851852,NA,9.441388889,15.13120906
1548,Scorpaenodes barrybrowni,150,Bonaire,deep,1,m,1.188927353,1.188927353,Scorpaenodes barrybrowni,0.01259,0.006979592,3.02,0.086734694,12.58851852,NA,9.441388889,13.17617718
1549,Scorpaenodes caribbaeus,190,St. Eustatius,deep,1,m,3.571711177,3.571711177,Scorpaenodes caribbaeus,0.01259,0.006979592,3.02,0.086734694,12,18,9,34.2542483
1550,Scorpaenodes caribbaeus,200,St. Eustatius,deep,1,m,3.862032086,3.862032086,Scorpaenodes caribbaeus,0.01259,0.006979592,3.02,0.086734694,12,18,9,37.03855084
1551,Scorpaenodes caribbaeus,220,St. Eustatius,deep,2,m,5.980952381,11.96190476,Scorpaenodes caribbaeus,0.01259,0.006979592,3.02,0.086734694,12,18,9,114.7198179
1552,Seriola dumerili,230,Roatan,shallow,1,m,1.589285714,1.589285714,Seriola dumerili,0.01622,0.002612245,2.92,0.040816327,190,360,142.5,50164.00856
1553,Seriola rivoliana,70,St. Eustatius,deep,1,m,5.971062422,5.971062422,Seriola rivoliana,0.01862,0.006392857,2.92,0.076530612,160,245,120,130990.7192
1554,Seriola rivoliana,160,St. Eustatius,deep,2,m,4.342754059,8.685508118,Seriola rivoliana,0.01862,0.006392857,2.92,0.076530612,160,245,120,190539.1158
1555,Serranus annularis,90,St. Eustatius,deep,1,m,1,1,Serranus annularis,0.01096,0.006295918,3.05,0.086734694,9,70,6.75,3.708404174
1556,Serranus annularis,100,St. Eustatius,deep,1,m,1.546301253,1.546301253,Serranus annularis,0.01096,0.006295918,3.05,0.086734694,9,70,6.75,5.734310022
1557,Serranus atrobranchus,140,Bonaire,deep,1,m,1.365335946,1.365335946,Serranus atrobranchus,0.01072,0.004770408,3.03,0.081632653,19,219,14.25,45.86626212
1558,Serranus chionaraia,30,Roatan,shallow,1,m,1.034883721,1.034883721,Serranus chionaraia,0.01096,0.011852041,2.95,0.132653061,5,90,3.75,0.559879221
1559,Serranus chionaraia,70,Bonaire,deep,5,m,2.085070543,10.42535272,Serranus chionaraia,0.01096,0.011852041,2.95,0.132653061,5,90,3.75,5.640187621
1560,Serranus chionaraia,80,Bonaire,deep,2,m,1.181725224,2.363450448,Serranus chionaraia,0.01096,0.011852041,2.95,0.132653061,5,90,3.75,1.27864297
1561,Serranus chionaraia,90,Bonaire,deep,1,m,1.187769118,1.187769118,Serranus chionaraia,0.01096,0.011852041,2.95,0.132653061,5,90,3.75,0.642591273
1562,Serranus luciopercanus,60,Curacao,deep,1,m,2.016114097,2.016114097,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,17.97899097
1563,Serranus luciopercanus,70,Curacao,deep,7,m,2.085070543,14.5954938,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,130.1574408
1564,Serranus luciopercanus,70,Roatan,shallow,2,m,2.656716418,5.313432836,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,47.38331085
1565,Serranus luciopercanus,80,Bonaire,deep,1,m,1.181725224,1.181725224,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,10.53820672
1566,Serranus luciopercanus,80,Curacao,deep,1,m,1.181725224,1.181725224,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,10.53820672
1567,Serranus luciopercanus,80,Roatan,shallow,2,m,2.472222222,4.944444444,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,44.09280315
1568,Serranus luciopercanus,90,Bonaire,deep,6,m,1.187769118,7.126614708,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,63.55262416
1569,Serranus luciopercanus,90,Curacao,deep,20,m,1.187769118,23.75538236,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,211.8420805
1570,Serranus luciopercanus,90,Roatan,shallow,8,m,2.966666667,23.73333334,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,211.6454551
1571,Serranus luciopercanus,90,St. Eustatius,deep,1,m,1,1,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,8.917645581
1572,Serranus luciopercanus,100,Bonaire,deep,1,m,1.379236425,1.379236425,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,12.29954161
1573,Serranus luciopercanus,100,Curacao,deep,18,m,1.379236425,24.82625565,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,221.391749
1574,Serranus luciopercanus,100,St. Eustatius,deep,2,m,1.546301253,3.092602506,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,27.57873307
1575,Serranus luciopercanus,110,Bonaire,deep,2,m,1.161185714,2.322371428,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,20.7100853
1576,Serranus luciopercanus,110,Curacao,deep,15,m,1.161185714,17.41778571,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,155.3256398
1577,Serranus luciopercanus,110,Roatan,shallow,3,m,1.934782609,5.804347827,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,51.76111675
1578,Serranus luciopercanus,110,St. Eustatius,deep,12,m,1.300675371,15.60810445,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,139.1875437
1579,Serranus luciopercanus,120,Bonaire,deep,1,m,1.127104229,1.127104229,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,10.05111605
1580,Serranus luciopercanus,120,Curacao,deep,7,m,1.127104229,7.889729603,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,70.35781233
1581,Serranus luciopercanus,120,Roatan,shallow,2,m,2.170731707,4.341463414,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,38.71563203
1582,Serranus luciopercanus,120,St. Eustatius,deep,3,m,3.838426787,11.51528036,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,102.689189
1583,Serranus luciopercanus,130,Roatan,shallow,3,m,2.542857143,7.628571429,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,68.02889629
1584,Serranus luciopercanus,130,St. Eustatius,deep,2,m,3.42437174,6.84874348,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,61.07466703
1585,Serranus luciopercanus,140,Roatan,shallow,3,m,1.893617021,5.680851063,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,50.65981638
1586,Serranus luciopercanus,140,St. Eustatius,deep,2,m,5.143874644,10.28774929,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,91.74250197
1587,Serranus luciopercanus,150,St. Eustatius,deep,1,m,3.366899767,3.366899767,Serranus luciopercanus,0.01096,0.006295918,3.05,0.086734694,12,NA,9,30.02481883
1588,Serranus notospilus,100,Bonaire,deep,2,m,1.379236425,2.75847285,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,21.98042566
1589,Serranus notospilus,100,Curacao,deep,2,m,1.379236425,2.75847285,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,21.98042566
1590,Serranus notospilus,110,Bonaire,deep,1,m,1.161185714,1.161185714,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,9.252712517
1591,Serranus notospilus,110,St. Eustatius,deep,1,m,1.300675371,1.300675371,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,10.36421232
1592,Serranus notospilus,120,Bonaire,deep,3,m,1.127104229,3.381312687,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,26.94341986
1593,Serranus notospilus,130,Bonaire,deep,5,m,1.303308391,6.516541955,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,51.92596549
1594,Serranus notospilus,130,Curacao,deep,2,m,1.303308391,2.606616782,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,20.7703862
1595,Serranus notospilus,130,St. Eustatius,deep,1,m,3.42437174,3.42437174,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,27.28652866
1596,Serranus notospilus,140,Bonaire,deep,13,m,1.365335946,17.7493673,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,141.4328397
1597,Serranus notospilus,140,Curacao,deep,8,m,1.365335946,10.92268757,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,87.03559367
1598,Serranus notospilus,140,St. Eustatius,deep,1,m,5.143874644,5.143874644,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,40.98809754
1599,Serranus notospilus,150,Bonaire,deep,7,m,1.188927353,8.322491471,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,66.31636962
1600,Serranus notospilus,150,Curacao,deep,7,m,1.188927353,8.322491471,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,66.31636962
1601,Serranus notospilus,160,Bonaire,deep,6,m,1.212877394,7.277264364,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,57.98765371
1602,Serranus notospilus,160,Curacao,deep,6,m,1.212877394,7.277264364,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,57.98765371
1603,Serranus notospilus,170,Bonaire,deep,8,m,1.172632844,9.381062752,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,74.75141634
1604,Serranus notospilus,170,Curacao,deep,4,m,1.172632844,4.690531376,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,37.37570817
1605,Serranus notospilus,180,Bonaire,deep,1,m,1.724533239,1.724533239,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,13.74165226
1606,Serranus notospilus,180,Curacao,deep,10,m,1.724533239,17.24533239,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,137.4165226
1607,Serranus notospilus,180,St. Eustatius,deep,4,m,4.174566474,16.6982659,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,133.0573155
1608,Serranus notospilus,190,Curacao,deep,15,m,1.643187332,24.64780998,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,196.4019167
1609,Serranus notospilus,190,St. Eustatius,deep,1,m,3.571711177,3.571711177,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,28.46057811
1610,Serranus notospilus,200,Bonaire,deep,1,m,1.203301258,1.203301258,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,9.588303126
1611,Serranus notospilus,200,Curacao,deep,20,m,1.203301258,24.06602516,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,191.7660625
1612,Serranus notospilus,210,Bonaire,deep,2,m,1.454078712,2.908157424,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,23.17316195
1613,Serranus notospilus,210,Curacao,deep,7,m,1.454078712,10.17855098,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,81.10606681
1614,Serranus notospilus,220,Curacao,deep,12,m,1.136560242,13.6387229,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,108.6778632
1615,Serranus notospilus,220,St. Eustatius,deep,1,m,5.980952381,5.980952381,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,47.65821031
1616,Serranus notospilus,230,Curacao,deep,8,m,1.644295347,13.15436278,Serranus notospilus,0.01778,0.014336735,3.03,0.117346939,10,165,7.5,104.8183212
