,species,dband,location,hab,abundance,m,COEF,X,abu.corr,species.fb
1825,Prognathodes guyanensis,120,Bonaire,deep,1,m,1.127104229,NA,1.127104229,Prognathodes guyanensis
1826,Prognathodes guyanensis,120,Curacao,deep,3,m,1.127104229,NA,3.381312687,Prognathodes guyanensis
1827,Prognathodes guyanensis,130,Bonaire,deep,1,m,1.303308391,NA,1.303308391,Prognathodes guyanensis
1828,Prognathodes guyanensis,130,Curacao,deep,4,m,1.303308391,NA,5.213233564,Prognathodes guyanensis
1829,Prognathodes guyanensis,140,Bonaire,deep,5,m,1.365335946,NA,6.82667973,Prognathodes guyanensis
1830,Prognathodes guyanensis,140,Curacao,deep,3,m,1.365335946,NA,4.096007838,Prognathodes guyanensis
1831,Prognathodes guyanensis,140,St. Eustatius,deep,2,m,5.143874644,NA,10.28774929,Prognathodes guyanensis
1832,Prognathodes guyanensis,150,Bonaire,deep,2,m,1.188927353,NA,2.377854706,Prognathodes guyanensis
1833,Prognathodes guyanensis,150,Curacao,deep,2,m,1.188927353,NA,2.377854706,Prognathodes guyanensis
1834,Prognathodes guyanensis,160,Bonaire,deep,4,m,1.212877394,NA,4.851509576,Prognathodes guyanensis
1835,Prognathodes guyanensis,160,Curacao,deep,6,m,1.212877394,NA,7.277264364,Prognathodes guyanensis
1836,Prognathodes guyanensis,170,Curacao,deep,1,m,1.172632844,NA,1.172632844,Prognathodes guyanensis
1837,Prognathodes guyanensis,170,St. Eustatius,deep,1,m,3.76734481,NA,3.76734481,Prognathodes guyanensis
1838,Prognathodes guyanensis,200,Curacao,deep,1,m,1.203301258,NA,1.203301258,Prognathodes guyanensis
1354,Lipogramma evides,230,Roatan,shallow,4,m,1.589285714,230,6.357142856,Lipogramma evides
339,Caranx lugubris,230,Roatan,deep,3,m,1.589285714,230,4.767857142,Caranx lugubris
1841,Prognathodes guyanensis,210,Curacao,deep,1,m,1.454078712,NA,1.454078712,Prognathodes guyanensis
1842,Pronotogrammus martinicensis,80,Bonaire,deep,2,m,1.181725224,NA,2.363450448,Pronotogrammus martinicensis
1843,Pronotogrammus martinicensis,80,Curacao,deep,1,m,1.181725224,NA,1.181725224,Pronotogrammus martinicensis
1844,Pronotogrammus martinicensis,90,Bonaire,deep,40,m,1.187769118,NA,47.51076472,Pronotogrammus martinicensis
1845,Pronotogrammus martinicensis,90,Curacao,deep,17,m,1.187769118,NA,20.19207501,Pronotogrammus martinicensis
1846,Pronotogrammus martinicensis,100,Bonaire,deep,12,m,1.379236425,NA,16.5508371,Pronotogrammus martinicensis
1847,Pronotogrammus martinicensis,100,Curacao,deep,12,m,1.379236425,NA,16.5508371,Pronotogrammus martinicensis
1848,Pronotogrammus martinicensis,110,Bonaire,deep,79,m,1.161185714,NA,91.73367141,Pronotogrammus martinicensis
1849,Pronotogrammus martinicensis,110,Curacao,deep,100,m,1.161185714,NA,116.1185714,Pronotogrammus martinicensis
1850,Pronotogrammus martinicensis,120,Bonaire,deep,186,m,1.127104229,NA,209.6413866,Pronotogrammus martinicensis
1851,Pronotogrammus martinicensis,120,Curacao,deep,80,m,1.127104229,NA,90.16833832,Pronotogrammus martinicensis
1852,Pronotogrammus martinicensis,130,Bonaire,deep,49,m,1.303308391,NA,63.86211116,Pronotogrammus martinicensis
1853,Pronotogrammus martinicensis,130,Curacao,deep,76,m,1.303308391,NA,99.05143772,Pronotogrammus martinicensis
1854,Pronotogrammus martinicensis,140,Bonaire,deep,104,m,1.365335946,NA,141.9949384,Pronotogrammus martinicensis
1855,Pronotogrammus martinicensis,140,Curacao,deep,27,m,1.365335946,NA,36.86407054,Pronotogrammus martinicensis
340,Caranx lugubris,230,Roatan,shallow,3,m,1.589285714,230,4.767857142,Caranx lugubris
1366,Lipogramma flavescens,230,Roatan,deep,3,m,1.589285714,230,4.767857142,Lipogramma flavescens
1858,Pronotogrammus martinicensis,140,St. Eustatius,deep,1,m,5.143874644,NA,5.143874644,Pronotogrammus martinicensis
1859,Pronotogrammus martinicensis,150,Bonaire,deep,61,m,1.188927353,NA,72.52456853,Pronotogrammus martinicensis
1860,Pronotogrammus martinicensis,150,Curacao,deep,52,m,1.188927353,NA,61.82422236,Pronotogrammus martinicensis
1861,Pronotogrammus martinicensis,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Pronotogrammus martinicensis
1862,Pronotogrammus martinicensis,160,Bonaire,deep,19,m,1.212877394,NA,23.04467049,Pronotogrammus martinicensis
1863,Pronotogrammus martinicensis,160,Curacao,deep,93,m,1.212877394,NA,112.7975976,Pronotogrammus martinicensis
1864,Pronotogrammus martinicensis,160,St. Eustatius,deep,12,m,4.342754059,NA,52.11304871,Pronotogrammus martinicensis
1865,Pronotogrammus martinicensis,170,Bonaire,deep,13,m,1.172632844,NA,15.24422697,Pronotogrammus martinicensis
1866,Pronotogrammus martinicensis,170,Curacao,deep,22,m,1.172632844,NA,25.79792257,Pronotogrammus martinicensis
1867,Pronotogrammus martinicensis,170,St. Eustatius,deep,28,m,3.76734481,NA,105.4856547,Pronotogrammus martinicensis
1868,Pronotogrammus martinicensis,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Pronotogrammus martinicensis
1869,Pronotogrammus martinicensis,180,Curacao,deep,47,m,1.724533239,NA,81.05306223,Pronotogrammus martinicensis
1870,Pronotogrammus martinicensis,180,St. Eustatius,deep,10,m,4.174566474,NA,41.74566474,Pronotogrammus martinicensis
1871,Pronotogrammus martinicensis,190,Curacao,deep,17,m,1.643187332,NA,27.93418464,Pronotogrammus martinicensis
1872,Pronotogrammus martinicensis,190,St. Eustatius,deep,8,m,3.571711177,NA,28.57368942,Pronotogrammus martinicensis
1873,Pronotogrammus martinicensis,200,Curacao,deep,6,m,1.203301258,NA,7.219807548,Pronotogrammus martinicensis
1874,Pronotogrammus martinicensis,200,St. Eustatius,deep,1,m,3.862032086,NA,3.862032086,Pronotogrammus martinicensis
1875,Pronotogrammus martinicensis,210,Curacao,deep,2,m,1.454078712,NA,2.908157424,Pronotogrammus martinicensis
1876,Pronotogrammus martinicensis,210,St. Eustatius,deep,2,m,2.498961938,NA,4.997923876,Pronotogrammus martinicensis
1877,Pronotogrammus martinicensis,220,Curacao,deep,5,m,1.136560242,NA,5.68280121,Pronotogrammus martinicensis
1878,Pronotogrammus martinicensis,230,Curacao,deep,1,m,1.644295347,NA,1.644295347,Pronotogrammus martinicensis
1879,Pronotogrammus martinicensis,240,St. Eustatius,deep,1,m,14.21653543,NA,14.21653543,Pronotogrammus martinicensis
1880,Pronotogrammus martinicensis,290,Curacao,deep,1,m,4.077742475,NA,4.077742475,Pronotogrammus martinicensis
1367,Lipogramma flavescens,230,Roatan,shallow,3,m,1.589285714,230,4.767857142,Lipogramma flavescens
1539,Ostichthys trachypoma,230,Roatan,deep,3,m,1.589285714,230,4.767857142,Ostichthys trachypoma
1540,Ostichthys trachypoma,230,Roatan,shallow,3,m,1.589285714,230,4.767857142,Ostichthys trachypoma
32,Anthias asperilinguis,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Anthias asperilinguis
1885,Psilotris laurae,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Psilotris boehlkei
1886,Ptereleotris helenae,60,Bonaire,deep,3,m,2.016114097,NA,6.048342291,Ptereleotris helenae
1887,Ptereleotris helenae,60,Curacao,deep,1,m,2.016114097,NA,2.016114097,Ptereleotris helenae
1888,Ptereleotris helenae,70,Bonaire,deep,3,m,2.085070543,NA,6.255211629,Ptereleotris helenae
1889,Ptereleotris helenae,70,Curacao,deep,8,m,2.085070543,NA,16.68056434,Ptereleotris helenae
1890,Ptereleotris helenae,70,St. Eustatius,deep,2,m,5.971062422,NA,11.94212484,Ptereleotris helenae
1891,Ptereleotris helenae,80,Bonaire,deep,13,m,1.181725224,NA,15.36242791,Ptereleotris helenae
1892,Ptereleotris helenae,80,Curacao,deep,10,m,1.181725224,NA,11.81725224,Ptereleotris helenae
33,Anthias asperilinguis,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Anthias asperilinguis
173,Bembrops sp.,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Bembrops gobioides
1895,Ptereleotris helenae,80,St. Eustatius,deep,19,m,3.768327681,NA,71.59822594,Ptereleotris helenae
1896,Ptereleotris helenae,90,Bonaire,deep,4,m,1.187769118,NA,4.751076472,Ptereleotris helenae
1897,Ptereleotris helenae,90,Curacao,deep,1,m,1.187769118,NA,1.187769118,Ptereleotris helenae
1898,Ptereleotris helenae,90,St. Eustatius,deep,33,m,1,NA,33,Ptereleotris helenae
1899,Ptereleotris helenae,100,Bonaire,deep,7,m,1.379236425,NA,9.654654975,Ptereleotris helenae
1900,Ptereleotris helenae,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Ptereleotris helenae
1901,Ptereleotris helenae,100,St. Eustatius,deep,22,m,1.546301253,NA,34.01862757,Ptereleotris helenae
1902,Ptereleotris helenae,110,Bonaire,deep,19,m,1.161185714,NA,22.06252857,Ptereleotris helenae
1903,Ptereleotris helenae,120,Curacao,deep,2,m,1.127104229,NA,2.254208458,Ptereleotris helenae
1904,Ptereleotris helenae,130,St. Eustatius,deep,1,m,3.42437174,NA,3.42437174,Ptereleotris helenae
174,Bembrops sp.,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Bembrops gobioides
521,Chrionema squamentum,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Chrionema squamentum
1907,Ptereleotris helenae,180,St. Eustatius,deep,1,m,4.174566474,NA,4.174566474,Ptereleotris helenae
522,Chrionema squamentum,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Chrionema squamentum
1326,Liopropoma olneyi,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Liopropoma olneyi
1327,Liopropoma olneyi,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Liopropoma olneyi
1667,Plectranthias garrupellus,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Plectranthias garrupellus
1668,Plectranthias garrupellus,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Plectranthias garrupellus
1988,Seriola dumerili,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Seriola dumerili
1989,Seriola dumerili,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Seriola dumerili
2198,Symphysanodon berryi,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Symphysanodon berryi
2199,Symphysanodon berryi,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Symphysanodon berryi
2301,Varicus veliguttatus,230,Roatan,deep,1,m,1.589285714,230,1.589285714,Varicus bucca
2302,Varicus veliguttatus,230,Roatan,shallow,1,m,1.589285714,230,1.589285714,Varicus bucca
1582,Palatogobius grandoculus,240,Roatan,deep,10,m,1.711538462,240,17.11538462,Palatogobius grandoculus
1583,Palatogobius grandoculus,240,Roatan,shallow,10,m,1.711538462,240,17.11538462,Palatogobius grandoculus
1542,Ostichthys trachypoma,240,Roatan,deep,4,m,1.711538462,240,6.846153848,Ostichthys trachypoma
1543,Ostichthys trachypoma,240,Roatan,shallow,4,m,1.711538462,240,6.846153848,Ostichthys trachypoma
1628,Palatogobius paradoxus,240,Roatan,deep,4,m,1.711538462,240,6.846153848,Palatogobius paradoxus
1629,Palatogobius paradoxus,240,Roatan,shallow,4,m,1.711538462,240,6.846153848,Palatogobius paradoxus
1356,Lipogramma evides,240,Roatan,deep,3,m,1.711538462,240,5.134615386,Lipogramma evides
1357,Lipogramma evides,240,Roatan,shallow,3,m,1.711538462,240,5.134615386,Lipogramma evides
2249,Symphysanodon octoactinus,240,Roatan,deep,3,m,1.711538462,240,5.134615386,Symphysanodon octoactinus
2250,Symphysanodon octoactinus,240,Roatan,shallow,3,m,1.711538462,240,5.134615386,Symphysanodon octoactinus
175,Bembrops sp.,240,Roatan,deep,2,m,1.711538462,240,3.423076924,Bembrops gobioides
176,Bembrops sp.,240,Roatan,shallow,2,m,1.711538462,240,3.423076924,Bembrops gobioides
525,Chrionema squamentum,240,Roatan,deep,2,m,1.711538462,240,3.423076924,Chrionema squamentum
526,Chrionema squamentum,240,Roatan,shallow,2,m,1.711538462,240,3.423076924,Chrionema squamentum
1933,Rypticus maculatus,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Rypticus maculatus
1934,Rypticus saponaceous,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Rypticus saponaceus
1935,Rypticus saponaceous,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Rypticus saponaceus
1936,Rypticus saponaceous,100,Bonaire,deep,2,m,1.379236425,NA,2.75847285,Rypticus saponaceus
1937,Rypticus saponaceous,110,Bonaire,deep,3,m,1.161185714,NA,3.483557142,Rypticus saponaceus
1938,Rypticus saponaceous,130,Bonaire,deep,2,m,1.303308391,NA,2.606616782,Rypticus saponaceus
1939,Rypticus saponaceous,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Rypticus saponaceus
1940,Rypticus saponaceus,80,St. Eustatius,deep,1,m,3.768327681,NA,3.768327681,Rypticus saponaceus
1678,Polylepion sp.,240,Roatan,deep,2,m,1.711538462,240,3.423076924,Polylepion russelli
1679,Polylepion sp.,240,Roatan,shallow,2,m,1.711538462,240,3.423076924,Polylepion russelli
1943,Rypticus saponaceus,110,St. Eustatius,deep,1,m,1.300675371,NA,1.300675371,Rypticus saponaceus
1944,Rypticus saponaceus,200,St. Eustatius,deep,1,m,3.862032086,NA,3.862032086,Rypticus saponaceus
1945,Rypticus saponaceus,210,St. Eustatius,deep,1,m,2.498961938,NA,2.498961938,Rypticus saponaceus
1946,Sargocentron bullisi,110,Bonaire,deep,2,m,1.161185714,NA,2.322371428,Sargocentron bullisi
1947,Sargocentron bullisi,120,Bonaire,deep,1,m,1.127104229,NA,1.127104229,Sargocentron bullisi
341,Caranx lugubris,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Caranx lugubris
342,Caranx lugubris,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Caranx lugubris
479,Chaunax pictus,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Chaunax pictus
480,Chaunax pictus,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Chaunax pictus
836,Etelis oculatus,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Etelis oculatus
837,Etelis oculatus,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Etelis oculatus
894,Gephyroberyx darwinii,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Gephyroberyx darwinii
895,Gephyroberyx darwinii,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Gephyroberyx darwinii
1368,Lipogramma flavescens,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Lipogramma flavescens
1369,Lipogramma flavescens,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Lipogramma flavescens
1958,Scarus taeniopterus,40,Bonaire,deep,5,m,1.139215137,NA,5.696075685,Scarus taeniopterus
2265,Synagrops bellus,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Synagrops bellus
2266,Synagrops bellus,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Synagrops bellus
1961,Scarus taeniopterus,40,St. Eustatius,deep,16,m,10.87650602,NA,174.0240963,Scarus taeniopterus
1962,Scarus taeniopterus,50,Bonaire,deep,5,m,0.999995899,NA,4.999979495,Scarus taeniopterus
2282,Varicus adamsi,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Varicus bucca
2283,Varicus adamsi,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Varicus bucca
1965,Scarus taeniopterus,50,St. Eustatius,deep,3,m,15.20421053,NA,45.61263159,Scarus taeniopterus
1966,Scarus taeniopterus,60,Bonaire,deep,3,m,2.016114097,NA,6.048342291,Scarus taeniopterus
2304,Varicus veliguttatus,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Varicus bucca
2305,Varicus veliguttatus,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Varicus bucca
1969,Scarus taeniopterus,60,St. Eustatius,deep,3,m,6.826086957,NA,20.47826087,Scarus taeniopterus
2310,Verilus sordidus,240,Roatan,deep,1,m,1.711538462,240,1.711538462,Verilus sordidus
2311,Verilus sordidus,240,Roatan,shallow,1,m,1.711538462,240,1.711538462,Verilus sordidus
2203,Symphysanodon berryi,250,Roatan,deep,13,m,1.034883721,250,13.45348837,Symphysanodon berryi
2204,Symphysanodon berryi,250,Roatan,shallow,13,m,1.034883721,250,13.45348837,Symphysanodon berryi
1974,Scarus taeniopterus,80,St. Eustatius,deep,13,m,3.768327681,NA,48.98825985,Scarus taeniopterus
1545,Ostichthys trachypoma,250,Roatan,deep,3,m,1.034883721,250,3.104651163,Ostichthys trachypoma
1546,Ostichthys trachypoma,250,Roatan,shallow,3,m,1.034883721,250,3.104651163,Ostichthys trachypoma
1977,Scarus taeniopterus,90,St. Eustatius,deep,3,m,1,NA,3,Scarus taeniopterus
2267,Synagrops bellus,250,Roatan,deep,3,m,1.034883721,250,3.104651163,Synagrops bellus
1979,Scarus vetula,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Scarus vetula
2268,Synagrops bellus,250,Roatan,shallow,3,m,1.034883721,250,3.104651163,Synagrops bellus
528,Chrionema squamentum,250,Roatan,deep,2,m,1.034883721,250,2.069767442,Chrionema squamentum
1982,Scorpaena brasiliensis,200,Bonaire,deep,1,m,1.203301258,NA,1.203301258,Scorpaena brasiliensis
1983,Scorpaenodes barrybrowni,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Scorpaenodes barrybrowni
1984,Scorpaenodes barrybrowni,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Scorpaenodes barrybrowni
1985,Scorpaenodes caribbaeus,190,St. Eustatius,deep,1,m,3.571711177,NA,3.571711177,Scorpaenodes caribbaeus
1986,Scorpaenodes caribbaeus,200,St. Eustatius,deep,1,m,3.862032086,NA,3.862032086,Scorpaenodes caribbaeus
1987,Scorpaenodes caribbaeus,220,St. Eustatius,deep,2,m,5.980952381,NA,11.96190476,Scorpaenodes caribbaeus
529,Chrionema squamentum,250,Roatan,shallow,2,m,1.034883721,250,2.069767442,Chrionema squamentum
838,Etelis oculatus,250,Roatan,deep,2,m,1.034883721,250,2.069767442,Etelis oculatus
1990,Seriola rivoliana,70,St. Eustatius,deep,1,m,5.971062422,NA,5.971062422,Seriola rivoliana
1991,Seriola rivoliana,160,St. Eustatius,deep,2,m,4.342754059,NA,8.685508118,Seriola rivoliana
1992,Serranus annularis,90,St. Eustatius,deep,1,m,1,NA,1,Serranus annularis
1993,Serranus annularis,100,St. Eustatius,deep,1,m,1.546301253,NA,1.546301253,Serranus annularis
1994,Serranus atrobranchus,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Serranus atrobranchus
839,Etelis oculatus,250,Roatan,shallow,2,m,1.034883721,250,2.069767442,Etelis oculatus
1996,Serranus chionaraia,70,Bonaire,deep,5,m,2.085070543,NA,10.42535272,Serranus chionaraia
1997,Serranus chionaraia,80,Bonaire,deep,2,m,1.181725224,NA,2.363450448,Serranus chionaraia
1998,Serranus chionaraia,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Serranus chionaraia
1999,Serranus luciopercanus,60,Curacao,deep,1,m,2.016114097,NA,2.016114097,Serranus luciopercanus
2000,Serranus luciopercanus,70,Curacao,deep,7,m,2.085070543,NA,14.5954938,Serranus luciopercanus
343,Caranx lugubris,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Caranx lugubris
344,Caranx lugubris,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Caranx lugubris
2003,Serranus luciopercanus,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Serranus luciopercanus
2004,Serranus luciopercanus,80,Curacao,deep,1,m,1.181725224,NA,1.181725224,Serranus luciopercanus
897,Gephyroberyx darwinii,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Gephyroberyx darwinii
898,Gephyroberyx darwinii,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Gephyroberyx darwinii
2007,Serranus luciopercanus,90,Bonaire,deep,6,m,1.187769118,NA,7.126614708,Serranus luciopercanus
2008,Serranus luciopercanus,90,Curacao,deep,20,m,1.187769118,NA,23.75538236,Serranus luciopercanus
1205,Jeboehlkia gladifer,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Jeboehlkia gladifer
1206,Jeboehlkia gladifer,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Jeboehlkia gladifer
2011,Serranus luciopercanus,90,St. Eustatius,deep,1,m,1,NA,1,Serranus luciopercanus
2012,Serranus luciopercanus,100,Bonaire,deep,1,m,1.379236425,NA,1.379236425,Serranus luciopercanus
2013,Serranus luciopercanus,100,Curacao,deep,18,m,1.379236425,NA,24.82625565,Serranus luciopercanus
2014,Serranus luciopercanus,100,St. Eustatius,deep,2,m,1.546301253,NA,3.092602506,Serranus luciopercanus
2015,Serranus luciopercanus,110,Bonaire,deep,2,m,1.161185714,NA,2.322371428,Serranus luciopercanus
2016,Serranus luciopercanus,110,Curacao,deep,15,m,1.161185714,NA,17.41778571,Serranus luciopercanus
1328,Liopropoma olneyi,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Liopropoma olneyi
1329,Liopropoma olneyi,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Liopropoma olneyi
2019,Serranus luciopercanus,110,St. Eustatius,deep,12,m,1.300675371,NA,15.60810445,Serranus luciopercanus
2020,Serranus luciopercanus,120,Bonaire,deep,1,m,1.127104229,NA,1.127104229,Serranus luciopercanus
2021,Serranus luciopercanus,120,Curacao,deep,7,m,1.127104229,NA,7.889729603,Serranus luciopercanus
1332,Liopropoma santi,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Liopropoma santi
1333,Liopropoma santi,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Liopropoma santi
2024,Serranus luciopercanus,120,St. Eustatius,deep,3,m,3.838426787,NA,11.51528036,Serranus luciopercanus
2252,Symphysanodon octoactinus,250,Roatan,deep,1,m,1.034883721,250,1.034883721,Symphysanodon octoactinus
2253,Symphysanodon octoactinus,250,Roatan,shallow,1,m,1.034883721,250,1.034883721,Symphysanodon octoactinus
2027,Serranus luciopercanus,130,St. Eustatius,deep,2,m,3.42437174,NA,6.84874348,Serranus luciopercanus
2206,Symphysanodon berryi,260,Roatan,deep,20,m,1.126582278,260,22.53164556,Symphysanodon berryi
2207,Symphysanodon berryi,260,Roatan,shallow,20,m,1.126582278,260,22.53164556,Symphysanodon berryi
2030,Serranus luciopercanus,140,St. Eustatius,deep,2,m,5.143874644,NA,10.28774929,Serranus luciopercanus
2031,Serranus luciopercanus,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Serranus luciopercanus
2032,Serranus notospilus,100,Bonaire,deep,2,m,1.379236425,NA,2.75847285,Serranus notospilus
2033,Serranus notospilus,100,Curacao,deep,2,m,1.379236425,NA,2.75847285,Serranus notospilus
2034,Serranus notospilus,110,Bonaire,deep,1,m,1.161185714,NA,1.161185714,Serranus notospilus
2035,Serranus notospilus,110,St. Eustatius,deep,1,m,1.300675371,NA,1.300675371,Serranus notospilus
2036,Serranus notospilus,120,Bonaire,deep,3,m,1.127104229,NA,3.381312687,Serranus notospilus
2037,Serranus notospilus,130,Bonaire,deep,5,m,1.303308391,NA,6.516541955,Serranus notospilus
2038,Serranus notospilus,130,Curacao,deep,2,m,1.303308391,NA,2.606616782,Serranus notospilus
2039,Serranus notospilus,130,St. Eustatius,deep,1,m,3.42437174,NA,3.42437174,Serranus notospilus
2040,Serranus notospilus,140,Bonaire,deep,13,m,1.365335946,NA,17.7493673,Serranus notospilus
2041,Serranus notospilus,140,Curacao,deep,8,m,1.365335946,NA,10.92268757,Serranus notospilus
2042,Serranus notospilus,140,St. Eustatius,deep,1,m,5.143874644,NA,5.143874644,Serranus notospilus
2043,Serranus notospilus,150,Bonaire,deep,7,m,1.188927353,NA,8.322491471,Serranus notospilus
2044,Serranus notospilus,150,Curacao,deep,7,m,1.188927353,NA,8.322491471,Serranus notospilus
2045,Serranus notospilus,160,Bonaire,deep,6,m,1.212877394,NA,7.277264364,Serranus notospilus
2046,Serranus notospilus,160,Curacao,deep,6,m,1.212877394,NA,7.277264364,Serranus notospilus
2047,Serranus notospilus,170,Bonaire,deep,8,m,1.172632844,NA,9.381062752,Serranus notospilus
2048,Serranus notospilus,170,Curacao,deep,4,m,1.172632844,NA,4.690531376,Serranus notospilus
2049,Serranus notospilus,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Serranus notospilus
2050,Serranus notospilus,180,Curacao,deep,10,m,1.724533239,NA,17.24533239,Serranus notospilus
2051,Serranus notospilus,180,St. Eustatius,deep,4,m,4.174566474,NA,16.6982659,Serranus notospilus
2052,Serranus notospilus,190,Curacao,deep,15,m,1.643187332,NA,24.64780998,Serranus notospilus
2053,Serranus notospilus,190,St. Eustatius,deep,1,m,3.571711177,NA,3.571711177,Serranus notospilus
2054,Serranus notospilus,200,Bonaire,deep,1,m,1.203301258,NA,1.203301258,Serranus notospilus
2055,Serranus notospilus,200,Curacao,deep,20,m,1.203301258,NA,24.06602516,Serranus notospilus
2056,Serranus notospilus,210,Bonaire,deep,2,m,1.454078712,NA,2.908157424,Serranus notospilus
2057,Serranus notospilus,210,Curacao,deep,7,m,1.454078712,NA,10.17855098,Serranus notospilus
2058,Serranus notospilus,220,Curacao,deep,12,m,1.136560242,NA,13.6387229,Serranus notospilus
2059,Serranus notospilus,220,St. Eustatius,deep,1,m,5.980952381,NA,5.980952381,Serranus notospilus
2060,Serranus notospilus,230,Curacao,deep,8,m,1.644295347,NA,13.15436278,Serranus notospilus
2061,Serranus phoebe,70,Bonaire,deep,1,m,2.085070543,NA,2.085070543,Serranus phoebe
2062,Serranus phoebe,80,Bonaire,deep,8,m,1.181725224,NA,9.453801792,Serranus phoebe
2063,Serranus phoebe,80,Curacao,deep,2,m,1.181725224,NA,2.363450448,Serranus phoebe
2064,Serranus phoebe,90,Bonaire,deep,4,m,1.187769118,NA,4.751076472,Serranus phoebe
2065,Serranus phoebe,100,Bonaire,deep,4,m,1.379236425,NA,5.5169457,Serranus phoebe
2066,Serranus phoebe,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Serranus phoebe
2067,Serranus phoebe,110,Bonaire,deep,11,m,1.161185714,NA,12.77304285,Serranus phoebe
2068,Serranus phoebe,120,Bonaire,deep,12,m,1.127104229,NA,13.52525075,Serranus phoebe
2069,Serranus phoebe,120,Curacao,deep,3,m,1.127104229,NA,3.381312687,Serranus phoebe
2070,Serranus phoebe,130,Bonaire,deep,30,m,1.303308391,NA,39.09925173,Serranus phoebe
2071,Serranus phoebe,130,Curacao,deep,4,m,1.303308391,NA,5.213233564,Serranus phoebe
2072,Serranus phoebe,140,Bonaire,deep,15,m,1.365335946,NA,20.48003919,Serranus phoebe
2073,Serranus phoebe,140,Curacao,deep,8,m,1.365335946,NA,10.92268757,Serranus phoebe
2074,Serranus phoebe,150,Bonaire,deep,5,m,1.188927353,NA,5.944636765,Serranus phoebe
2075,Serranus phoebe,160,Bonaire,deep,4,m,1.212877394,NA,4.851509576,Serranus phoebe
2076,Serranus phoebe,160,Curacao,deep,2,m,1.212877394,NA,2.425754788,Serranus phoebe
2077,Serranus phoebe,170,Bonaire,deep,5,m,1.172632844,NA,5.86316422,Serranus phoebe
2078,Serranus phoebe,170,Curacao,deep,4,m,1.172632844,NA,4.690531376,Serranus phoebe
2079,Serranus phoebe,170,St. Eustatius,deep,2,m,3.76734481,NA,7.53468962,Serranus phoebe
2080,Serranus phoebe,180,Bonaire,deep,3,m,1.724533239,NA,5.173599717,Serranus phoebe
2081,Serranus phoebe,180,Curacao,deep,1,m,1.724533239,NA,1.724533239,Serranus phoebe
